Gene,Exp
PAX8,1.640151
RBPSUH,8.262441
PDZK1IP1,1.440026
ADCY5,2.731244
TNXB,1.564846
SEH1L,6.672219
LOC51333,2.703117
RWDD4A,7.626773
UNQ9356,2.780951
FLJ32206,1.881503
H2AFJ,7.411912
NT5DC2,9.465567
OR6C4,1.881126
OR5B2,2.517156
ASS,9.499819
GNLY,1.313805
MFAP3,6.340611
RAD50,2.28537
CA6,3.701882
EAF2,4.537849
NCOA3,7.190905
APCS,2.770105
GOLPH3,9.346049
MTNR1A,2.500212
CSNK1E,8.240666
RAB20,5.172121
LOC651321,1.761927
RASSF4,1.847979
SCFD2,2.325014
FLJ20422,5.002433
MAGEA10,2.042367
C2ORF29,9.273905
LOC644890,1.689358
PDZD4,6.938108
ABL1,3.706208
ADM,10.302399
EXOSC3,9.206228
FLJ44112,1.468416
VPS4A,6.072173
ASPHD1,2.452273
NOLA1,7.242821
MYBPC1,1.769564
MFN1,1.923334
OR10K2,1.652026
CASC1,2.453405
SCDR10,4.377923
C10ORF9,6.823676
FLJ41046,1.712644
MYBL2,3.320747
LOC441734,2.107555
C6ORF145,1.65797
FYCO1,5.649167
C6ORF10,1.408504
RPL13,6.449073
RBM4,9.359724
C9ORF46,8.071931
TGIF2,7.363441
C11ORF63,2.049133
FBXW8,3.127935
PTD004,2.647759
GSG2,5.840876
ABCC13,1.886186
LIFR,3.511622
CHM,2.628684
MAP3K7IP1,6.285648
TMEM16H,6.647364
STATIP1,8.506935
LOC51334,4.359063
ADRA1A,1.852369
HB-1,2.028216
ITIH5L,1.577705
GPR155,1.818746
DLNB14,6.981921
F5,4.001508
EPHX2,5.614871
PPP2R1B,1.720271
KCNK10,2.508113
PLEC1,2.144893
DSCR6,5.800969
RNF170,6.304002
MKRN3,2.767389
CDH12,1.363826
CDCA8,7.977635
MAGEC3,1.490479
LOC196541,2.066577
OAS2,1.109389
TM9SF1,6.185984
CLTB,2.435768
CXCL3,2.354383
C12ORF25,1.821101
PDCD10,4.844072
SLC25A34,2.954848
MASP2,1.409616
PCOLN3,7.820781
TFPT,5.826439
CNTN4,1.543548
FAM71A,1.609778
ALMS1,5.68192
YAP1,8.759405
MRE11A,5.874814
BLM,7.350689
SRPX,7.301296
ATP2A1,1.981601
PLEKHM1,5.242134
PRDX2,1.253526
PGM5,3.651715
EN1,1.788913
MANEAL,2.875989
PSMA1,10.234994
MAPK7,7.040831
FAM14B,3.29559
MGC31967,4.21379
LOC134147,6.895733
FLJ39822,1.908176
CBX2,1.994691
TMEM151,3.899185
GFPT2,7.448645
GABRB3,8.829649
RASSF2,6.679705
LCE2C,1.938349
LRRC15,4.623958
EDG7,4.49151
FLJ16165,1.896242
SLC30A5,8.417199
BMP4,4.292512
KIAA1344,4.687787
ENDOGL1,5.76897
SUSD1,5.935382
SNX5,8.349232
CS,2.10272
RAC2,4.492805
AGXT,1.884176
C6ORF25,2.182212
POMZP3,2.482733
NHP2L1,8.615076
HSCARG,8.983337
PURG,3.953412
SLC35A5,8.660443
AOAH,1.701933
PCDHGB1,2.722269
C14ORF150,2.000867
KCNJ13,3.814562
TCEA1,5.933073
UNC45A,5.3075
FLJ36180,2.930241
CLPX,7.243863
B3GALT2,1.596447
PLP1,2.551389
GPR155,1.625694
KCNN4,2.481635
DONSON,6.15395
EDA,1.997594
PEX11G,1.685309
RPL41,5.481913
CD79B,3.112513
RNF133,1.690658
PNMT,4.110736
CPT1A,2.521504
RDHE2,1.918695
PCSK6,1.799868
BTBD4,7.84472
CMTM8,7.759156
HDHD1A,6.791058
EED,3.85022
GJA10,1.719564
PPAP2C,6.920168
CCL17,1.536647
FRMPD2,1.371682
C10ORF6,7.104572
FLJ20160,4.470095
AVEN,5.51261
MLANA,1.748219
CALCR,3.651106
GPR35,1.981292
ARRDC2,2.029895
OR1F1,1.717885
ZNF659,3.793453
TMC2,2.508734
HES1,5.285848
CNTN5,1.86736
EDNRB,4.92875
TTC25,3.978211
TMEM31,2.842685
NOS1AP,1.817651
MCHR2,1.954921
CLDND1,8.625318
MYEF2,1.549096
KIFC3,2.414078
CNTNAP5,3.141094
LOC643668,10.249004
LGR4,6.793336
HS3ST6,1.551883
VPS37B,7.65719
CDC2,6.118605
TBC1D10C,1.966546
RGMB,2.883736
PAPLN,5.846538
PFN2,2.211548
BCL3,3.074719
RUNX1T1,2.942874
ATP8B1,2.984405
PARD3,2.97942
SLC39A3,6.239843
PCDH7,7.384705
MGC33486,4.704439
PAPD5,7.039593
PLA2G2E,1.61783
SKI,5.561252
L3MBTL2,1.874243
C8A,1.942877
C17ORF73,3.912662
NIP,2.500452
MARVELD3,6.971056
LETM1,5.720935
SUOX,2.46698
MIPOL1,2.528933
G10,9.906219
DEDD,2.813298
ROBO1,2.18037
APOBEC3F,4.298457
GSH2,1.215208
GZMK,2.11811
ZNF451,1.760029
MNAB,5.964781
C2,2.452424
TCF7,3.524969
NAPRT1,7.428498
ENO1,12.425117
RNF20,8.113383
MAPK8IP2,2.160093
ZNF673,2.865954
FBLN1,2.375046
GATAD1,5.872063
TSPAN18,3.783526
MAPT,2.33439
SLAMF7,2.464616
IFI16,3.915192
TMEM97,9.621817
ANKRD39,5.960601
GLIS2,1.901961
C1ORF111,1.515313
CDC25A,8.1026
ISLR,2.125267
CRYAA,1.712109
HIGD2BP,2.33511
CDK5RAP1,7.957954
NRAP,1.552597
OPLAH,6.770415
IFITM5,2.800477
ZBTB17,6.631706
CACNA2D2,6.543827
BBS5,1.364386
DUX1,1.499089
MMP19,2.42759
LOC150297,2.169114
YPEL5,7.448049
TSC22D1,4.082113
KCNB1,2.893076
B3GNT1,7.609768
TOM1L2,3.630148
SLC9A10,1.714498
ARC,2.823464
MARVELD2,6.552923
NOTCH4,2.221493
WDR8,7.937461
BNIPL,2.056621
CREB3L4,4.333407
SPRR1B,2.119795
EXOSC10,7.547999
ZNF331,6.170863
C6ORF15,2.401646
CELSR2,6.148519
ATN1,2.367095
GMDS,8.77789
TRIM24,5.588614
WDR3,2.645271
SFRS14,8.717265
SERPING1,3.741757
SLC5A5,1.764917
PCDHGA9,1.810588
RGS20,2.391106
GYS1,5.735626
PODXL,9.421641
GPM6A,1.785672
NUDT5,9.631429
TRIM37,6.094759
EPHA10,1.784709
MAP1LC3C,3.28403
FLJ39155,1.862049
OR7A5,1.660538
ZNF233,3.081022
UNQ2446,3.699454
ZNF319,5.937077
NIBP,5.250891
ADAM11,3.50763
RFC3,3.8747
STK4,8.363987
ANXA4,3.330153
PLEKHN1,4.067128
EMILIN1,2.862684
SLC7A2,2.198857
UEV3,3.721735
CCNDBP1,2.652956
UBE2T,8.087393
C16ORF25,1.602873
ARHGAP26,3.442809
SYNPO,2.410149
PRAM1,2.389079
NRXN1,3.462788
ATP6V1A,9.642941
OR6C6,1.498921
CHMP4C,2.532414
C14ORF169,7.133948
MS4A4A,1.839034
OR7A10,1.49229
TIMP1,9.724553
CD96,1.578054
CSN2,2.086167
KCMF1,4.697025
PQBP1,5.900566
PRDX5,11.010119
SSBP2,7.279516
GMFG,1.99547
GSTZ1,1.597895
KCNE1L,4.765763
ZP4,2.087505
SPATS1,1.540427
MGC57359,1.837495
CLEC2D,9.532876
LIN10,5.457935
C12ORF42,2.477347
MGC50722,2.581402
ADCYAP1R1,1.792717
PLTP,6.396019
FOXR2,1.806206
PSMD4,2.720967
SKP1A,8.646968
NFE2,4.821847
KEAP1,2.115556
DEFB136,1.469648
C9ORF40,6.214604
LPHN3,4.871689
PNKD,5.548734
PIWIL2,1.198608
C17ORF70,8.68111
SLC24A2,2.164971
SLC25A24,3.734247
THRAP4,7.713382
MASA,9.386065
ALG3,7.912853
COBL,8.943757
MYB,7.257196
ANXA2,7.939765
MXD3,5.106942
C20ORF31,6.793658
SCYL2,7.37578
FLJ20920,3.025789
OR5AN1,1.615254
MAP1LC3A,1.586858
KCNK12,9.730304
TCIRG1,5.641164
ANKRD17,8.121669
SLC8A3,1.809803
CIAS1,1.864101
RSBN1L,5.608732
TMEM115,6.871121
FARP1,5.217166
CPXM,7.062295
ZSCAN2,3.230964
FAM19A5,1.85684
EXPH5,4.902016
C16ORF50,2.138684
DMN,3.040899
GCNT3,2.372522
CLYBL,5.563617
MLLT7,6.944338
DSCR1,3.174344
FANCD2,5.046607
LRRC8B,2.782726
LOC643414,1.20699
AVPR1A,2.634646
BCOR,4.843316
TMPRSS11A,1.708574
HIST1H3C,3.106971
KCNMB3,3.827622
SH3YL1,4.131346
PPP2R3B,6.985919
WNT10B,2.853473
MICAL-L2,3.296599
ANKRD46,7.132499
FSTL4,1.790294
RAB11A,9.637104
DUSP9,1.882428
DDX50,8.065443
GNB5,1.292214
DOCK3,4.325105
WISP3,2.291889
HCAP-H2,1.665292
CKLF,7.645243
CUTA,10.553999
CX36,2.412446
SERPINB6,8.557096
DCDC2,1.477521
SKIP,2.902283
ATP5G1,6.212832
FAM113B,5.288845
PSMD2,9.135259
MPHOSPH1,8.546077
LRRC52,1.351853
RBM4,8.089515
DKFZP434I1020,1.582318
PDC,1.568297
CBLN1,5.942797
GOLGA8A,3.893351
HS3ST2,4.217097
LGTN,6.946315
KDELC1,6.231271
DPP6,2.997643
DDX11,3.468908
ZNF696,6.816858
CEACAM6,1.954091
MAP6,2.59308
AKAP1,6.20808
CARD9,5.383422
NODAL,7.421935
S100A3,2.30284
ZW10,8.640826
SF1,5.582863
PSAT1,2.457952
FOLR1,2.435989
METRN,5.461282
DKFZP779O175,2.784143
BFSP1,4.321943
PNLIPRP2,1.546909
C6ORF81,2.873777
HYAL1,1.99108
GTF2IRD1,6.840991
XDH,2.228035
NVL,7.259131
AMID,3.322214
FALZ,4.125227
PDZD7,3.041184
FAM20C,7.260306
PAK2,7.46421
RAB40C,8.368761
ABHD8,7.424339
TRIM47,3.47948
BDNF,1.792717
BPNT1,4.981684
GAST,3.990518
DKK4,2.182103
HADHA,6.080078
NFKBIB,3.837372
LRRC41,6.128291
SBSN,1.55563
ERGIC2,5.389257
IRS4,2.503913
KCNK7,1.128375
KIAA0828,6.425737
ZNF608,5.442512
CCNB1,7.378288
AP1S1,7.805087
HIST1H4G,1.913024
C6ORF27,2.163636
RNASE7,2.657665
SLC10A3,6.499607
HSPH1,9.352873
FUT1,3.094452
FST,6.603626
UNC5A,6.493417
SEMA6B,5.82133
MGC45800,2.695087
NQO2,7.646181
DNAJB12,5.998811
C21ORF66,4.470981
CCK,2.646441
AES,8.836439
DYNC2LI1,1.197507
DUSP2,3.400986
YIF1A,7.979407
CORIN,1.890002
CDC34,7.856441
ABCC11,2.12039
PLD3,4.046639
PCDHA7,2.776697
OPN4,2.129949
PFKL,7.518014
PSTPIP2,3.452795
RPL27A,12.922663
MSI2,5.285027
AKR1C3,6.277063
DLGAP2,3.892943
MCRS1,6.903309
MSL3L1,6.133241
USP16,1.85837
FLJ34969,6.494745
C12ORF41,8.710282
MGC12965,2.102063
SLC28A1,1.70212
FSCN2,1.682909
PHF19,6.204603
FAM46C,4.080504
K6IRS4,1.962709
OTOS,2.120715
NAPA,3.372964
GLT8D1,5.560767
DGCR2,7.508479
CYP20A1,1.672887
SATL1,1.505731
RPL13A,10.510245
EIF2B2,8.079654
PHYHIP,3.105041
LOC342897,4.13253
C11ORF56,6.67914
ST18,1.414828
TBX3,4.988155
MLC1SA,9.953236
ZNF671,5.808999
HBZ,2.337365
AQP8,1.945799
PIG38,2.10063
HSPC148,8.288501
RNF25,4.652029
VAMP2,5.680985
ST3GAL5,4.953312
WISP1,1.792886
NPC1,7.864569
ZNF205,4.777407
KLHDC6,2.040617
TKTL2,1.957522
TRIM14,2.540287
LGR6,3.2822
C20ORF103,3.074358
DYRK1A,1.796847
OR5U1,2.291077
PRKCB1,3.893886
RPAP1,6.833048
PIAS2,2.029495
ATM,2.022354
S100A6,8.769229
DSU,4.619758
HNMT,1.607346
MGC34647,3.168241
DHX32,6.796835
DKFZP762I137,7.461711
KRTAP17-1,1.514509
NFYA,2.578461
ALOX12,2.823947
ABL1,8.891394
CORO1A,4.323737
ADAM19,8.243795
SERINC3,2.806482
PGDS,2.413136
GLUD1,9.333299
OPRL1,1.276585
UBE2J1,5.835826
LOC400566,4.36211
MAN1C1,6.665945
KGFLP1,1.787033
PTGES,4.109256
UNQ470,3.812945
HYAL2,1.565615
LNX1,3.250484
PMFBP1,1.429098
NME1,6.99006
MGC24381,6.187165
KDELR3,6.299869
UNQ689,1.499248
LITAF,11.433558
C3ORF33,2.444807
FPGS,3.067512
C1ORF106,8.135359
MRPL52,7.60564
SDF2,8.064966
MAF1,6.45279
TRIP6,9.733519
ZNF16,2.316061
PHGDHL1,7.571822
SCNN1A,9.689914
NXPH3,2.823007
KRTAP4-4,2.40231
SLC9A5,4.97821
KRTAP12-3,1.517084
PLCB3,2.675871
FCN2,2.605521
NTRK2,1.620817
DGKH,2.004861
FLJ13910,5.019785
CD164L2,1.975345
PRMT8,1.831985
C9ORF90,5.856257
GALE,1.52964
LUZP1,9.123926
ST3GAL2,5.500322
CYB5A,9.261916
SPSB1,5.273694
SBP1,3.488472
ACSS2,6.689926
TSC2,5.927163
C1ORF105,2.538963
LETM2,2.397094
SPTBN1,2.631039
SLC16A13,2.837601
AGRP,1.973336
FAM19A3,2.548914
ZNF274,4.618175
C9ORF30,6.959515
FOXL2,2.3211
DNHD3,2.862906
SETD1A,7.973441
RDH10,6.029656
GLCE,5.370759
DMWD,6.331495
PTK2,9.790446
ITSN2,2.434187
TPD52L1,4.958703
PCCA,7.977214
CCNB1IP1,4.081057
RAB24,4.00444
CRYL1,3.030508
SNX27,9.238408
ZCCHC2,2.585878
PSEN2,6.806689
FAM101B,6.284469
MGC11271,1.557051
FLJ20758,2.530204
MARCKSL1,11.567038
MUTYH,8.00644
KLF12,4.283829
SLC6A9,5.841257
PLG,2.08104
RNF14,6.733499
ZNF436,2.167256
OCM,1.920082
GAL3ST2,2.851424
CIB2,6.088652
PARK2,1.777894
MRPS12,7.668146
CLMN,1.766348
HEPH,6.202346
VAMP3,7.975314
SCGB1D2,1.731842
DNAJA5,4.447471
AHNAK,7.193617
PCTK1,4.686769
OGDHL,6.144522
VGLL3,2.894189
CDA,4.640875
NAV3,2.469345
CD86,2.64256
TNRC6A,8.175567
TOMM22,8.643472
MGAM,2.492548
RASGRP4,2.484241
HOXD10,2.081119
TRIB2,6.599023
OLFM1,5.953709
JM11,6.620706
TMEM34,3.977014
RP13-11B7.1,1.679372
UBE2C,9.994321
ASF1A,7.256727
SCMH1,4.397095
PHF6,1.264438
YIPF5,3.672447
CNIH4,9.726809
OPRK1,3.410636
FLJ11806,5.676741
RPIA,7.167001
OR6K6,1.678388
SSX5,1.96113
ITGB1,9.231473
OR4D9,1.791435
ZNF354A,3.615304
PCDHGC4,1.497414
TCIRG1,2.209891
LIMS3,1.928227
GHRHR,2.409351
OR2A14,1.93428
SART3,5.254334
FLJ14397,1.995371
ITPKC,4.112694
ZNF703,1.979835
PLA2G12A,3.576109
IQCH,2.149121
NFKB1,6.865052
MRGPRD,1.501098
TRIM54,2.769127
HOXD8,2.049917
DBT,8.684813
ERMAP,4.588475
LSS,8.280896
ZNF580,2.414452
AQP9,1.950097
KCNA7,2.147158
C6ORF168,5.31075
MTMR1,2.716832
HARSL,7.789343
HAAO,2.162965
CCR7,2.159918
IVNS1ABP,2.804935
HLA-DRB1,3.854697
RPS6KA1,6.863968
MET,2.770755
SNRPA1,10.69814
ARRDC2,1.81253
LHX6,2.950831
ACE,1.687495
DNAH7,2.590484
PTPN7,2.75497
HDAC9,1.382729
MAGI2,2.475288
OR6V1,2.14519
PICALM,7.880215
FXYD2,1.89471
TRIM34,1.622836
HSD17B8,5.214115
TTC21A,3.003214
SCYE1,1.339055
CAMKK1,2.643545
INSRR,3.006892
B3GNT6,6.906574
GPR111,1.813218
PRPF3,7.832921
MAGEA2B,1.785221
MT1G,10.830914
NUP188,7.942628
SELP,1.635329
KLHL10,1.591999
CASC5,3.789238
FREM1,4.178337
PCDH10,2.242533
SOSTDC1,3.88121
ULK2,3.075225
HTR2A,8.392732
SS18L1,2.424898
TTC6,2.788081
NNMT,5.190868
ZDHHC21,2.34842
AKAP12,5.209424
TRAIP,4.84764
ACOT1,4.60861
GABRA3,2.152893
DBP,4.533675
CCDC53,6.542504
ZC3H11A,1.920965
BOP1,9.299286
SOCS5,1.904208
IL23A,2.871603
CHMP4A,6.86353
OTOP2,1.282552
TAOK2,2.896181
PPIL5,8.509665
C20ORF94,5.497978
EIF3S9,10.206029
VANGL2,8.917761
C9ORF71,1.715243
HIPK4,1.988761
TFAM,8.690216
URB,1.973424
SLC39A4,1.93882
TP53I11,4.864577
HPCAL1,2.101742
ITPK1,7.01422
NEIL2,5.832657
LAMB3,2.597536
S100G,1.845947
MGC71993,8.867964
DALRD3,4.954549
SSNA1,7.205511
CEBPA,6.279074
LOC147808,5.125444
SLC22A1,2.179237
FLNC,8.268793
LGALS9,1.592769
MMRN2,2.607939
DOCK1,6.702003
PITPNA,4.743043
LMAN1,4.762515
CYFIP1,2.05703
FBXO16,2.799431
PIK3R4,6.219753
SLC26A7,2.323211
CRYBB1,3.075587
PTPN22,1.868612
CNOT7,8.423277
PMVK,5.616673
FBXL17,2.148819
DUX4C,1.705431
C20ORF172,6.87851
HCAP-H2,6.226121
TAS2R60,1.517441
C20ORF102,3.297456
LOC653762,2.654071
FBXO7,3.100548
MLL4,6.651608
SLC25A37,7.032628
SLC22A2,2.143049
GRM6,1.811953
GREB1,2.873963
SDPR,2.528324
HGS,9.122434
NSUN4,6.02138
RHBDL3,7.998172
ARMCX6,7.115784
ALF,2.770512
AK2,8.67884
BC002942,7.373616
CAPN2,3.628119
OR5H14,1.509335
MYL4,1.778536
ARGFX,1.201613
SOX1,1.849921
PAQR3,7.45673
ANKRD25,5.905616
KRT10,8.037952
NALP12,4.273237
PCDHA1,2.019758
KRT6IRS,1.750714
C5ORF4,1.825319
UBAP2,7.160259
HIST1H2BG,4.413626
RPS6KA2,2.596273
STARD4,2.005731
ATM,1.296323
FRZB,8.178425
LOC387758,1.651264
OR1K1,1.160405
PROK1,1.419019
ANKRD1,4.519798
PGM2L1,7.595591
KBTBD8,6.857108
LYNX1,2.175749
MGC39681,1.95777
CDH7,3.687535
P2RXL1,2.053414
CKAP5,6.31958
FLJ20097,4.14706
CAPN3,1.673837
SLC19A3,4.717188
SULT1A1,1.998963
TNS4,1.89812
HMGCLL1,1.506424
ARL6IP2,7.276776
LAYN,5.999465
FOXM1,6.417464
ADRA1D,1.90742
PKP1,1.908995
ATF7IP,2.818304
BCL10,5.75125
OR10A3,1.666022
LGI4,1.536782
RBP7,5.72898
LOC152195,5.032071
NANOS1,1.29031
LCE1F,2.489863
ACD,7.218402
PACS1,5.34461
EPB41L1,2.990917
MGC70870,1.885397
C1ORF84,2.406452
RAB7,8.981728
NAGK,8.263529
ENAH,6.131396
KIF23,4.639217
PRKCB1,3.477338
NME7,7.535162
SPRR1A,1.849054
ABCG5,3.704301
NSMAF,7.143173
NGFB,3.363437
MARVELD3,6.114369
RUNX2,1.960447
ZNF543,5.415106
VWA2,2.415382
NPC2,11.730849
FAIM,2.68306
GRM7,2.218775
C21ORF88,2.516559
TPM1,11.000962
NOD27,2.017377
C6ORF64,4.947265
FAM44B,9.340121
MYOM2,4.293647
CD80,1.85827
PRKAG3,1.772241
PCDH1,3.211235
CEBPG,8.011796
APBB2,4.645745
LOC138046,2.048134
CEACAM1,3.100771
TMEM87A,9.403546
GORASP1,6.678609
LOC197322,2.535779
C21ORF56,6.815261
ELOVL2,2.376223
PPM1B,9.221503
DNAH9,2.154738
GPM6A,5.022931
CTNND2,5.04761
RPA3,10.185991
FLJ20254,5.445905
TRAPPC1,7.458515
DHX16,7.883081
FSIP1,3.129744
FBXO10,2.675719
C1QL1,4.209573
RBMY1B,2.245271
KNDC1,3.733538
RNASE8,1.454668
POLM,5.482185
GSTM4,3.586062
LILRA2,1.496193
OPN3,6.2788
ZSCAN1,2.022641
LOC51057,4.844585
NBN,2.098383
FLJ33590,1.944161
MOBKL2B,6.513941
ZNF561,4.837576
STARD10,6.848915
TXNRD1,8.301196
FBXO9,4.950682
WDR65,2.145321
DNAJC16,3.976602
DSCR3,7.37026
MINK1,1.89375
OR10A6,2.087384
LST1,1.449306
F13A1,1.799984
IGBP1,7.52444
PCDHGA4,1.931434
MTMR6,5.286891
FLJ14346,2.480975
MBD2,7.429036
CD3G,1.651155
OLIG3,3.316216
MMP25,6.630957
MGC12966,7.806064
C9ORF21,4.385945
CAST,5.446912
C9ORF66,3.355967
FBXL21,3.329819
HLA-DRB3,2.587227
PROCR,5.499943
FLJ37078,3.886214
RLN3,1.682023
PTPN3,3.214069
C6ORF122,2.541325
NFKBIE,5.239505
SLC29A3,6.348375
KCNJ14,1.959997
VAV1,2.01256
2012/03/07,9.571899
PDCD8,5.549837
MDFIC,2.94672
LOC348645,2.078828
HOXD1,1.531346
PTCHD1,5.012685
C9ORF100,5.111884
DFNB31,2.683247
PH-4,3.038516
C7ORF9,1.512101
AGL,1.532102
PSD3,5.882099
RPL6,9.502466
GHSR,1.692266
JPH2,1.897021
CNTNAP3,3.557122
LECT2,1.735877
LOC497190,2.2063
PGA5,2.106459
C17ORF64,2.971893
ESRRG,1.265136
DKFZP761E198,2.569341
CNTN3,1.651822
RGMA,9.043323
SNF1LK,2.576057
PEPD,9.26705
IGFL4,1.992413
KCNK17,4.83421
PLK2,3.480745
C10ORF89,5.107971
SLC26A5,1.381075
CDKN2A,2.615063
PDZK3,2.537683
FLJ43752,2.125984
FKBP7,2.217175
TIAL1,6.858585
CALML4,2.385573
PLEC1,1.588683
VPS11,3.936638
ACTBL1,2.077112
C19ORF33,5.691344
PRKCE,1.468036
CDK5R2,2.195899
RNF24,6.259012
MGC11102,2.742314
USH1G,3.687908
C6ORF75,2.669072
PFDN1,8.630861
CCT8,11.283199
IVNS1ABP,8.262005
PKHD1L1,2.56021
C10ORF132,2.146642
KHK,2.168729
ACTL7A,1.973554
ERBB2,2.292605
SORBS3,2.318892
TRIM54,2.579061
OPRS1,4.785077
SYT11,7.92598
SPTA1,2.590982
DGKE,2.344133
PCDHGA1,1.7531
TMEM1,2.613805
CYHR1,3.358654
BCL2L14,2.067828
BZW1,3.089018
CALD1,4.77569
CPSF3L,6.87882
PFN3,2.01306
APEH,9.714103
ELAC2,7.702548
ARNT2,6.179998
LIPA,7.748597
MIS12,7.285889
CASP9,6.933647
HOXB1,4.078595
ALG1,6.527526
MAP2K5,6.149277
ECHS1,9.223598
TRIM42,1.930001
LOC91614,2.921566
CRSP7,4.845154
FSIP2,2.267076
PCLKC,3.05701
THRA,3.584217
MLCK,1.802406
KRTAP4-7,1.530363
KIAA0100,3.360889
SETDB1,7.187858
OR13H1,1.68648
CFHR5,3.159541
TAS2R3,1.926612
ATG5,5.447792
DGKI,2.547093
GJB4,2.0378
MTIF3,7.436384
IL1F7,2.021042
HOXC8,3.598469
STAC2,3.41194
EML4,8.554312
PDE6G,2.442481
PVRL2,7.95612
COX15,6.33196
MMP16,3.489401
ITPA,7.804146
MGC11257,9.65458
C1ORF73,5.491175
C19ORF12,3.385836
LOC388915,1.400531
LOR,1.835405
LCE3D,1.575129
DOC2B,2.461828
RAPH1,2.463818
LCE1D,1.888878
MRPS28,8.009754
FAM69B,2.958178
MAGEB18,1.754217
NSUN5C,4.893261
UPK3A,2.023224
PSG6,2.346762
SGCZ,1.94161
C10ORF59,6.38189
ITIH4,2.703878
HPS6,8.537317
CXCL13,1.274552
PARP12,6.33261
CDKN1C,6.716949
OR4C6,2.639932
CYP4F8,2.072699
TSPAN4,7.545762
ARHGAP17,8.668685
TRIM11,5.611749
TSPAN32,2.130618
NRIP1,6.772142
LRP5L,5.713904
MMP15,5.85668
ZBTB26,4.285851
NOLA2,8.763392
USP19,2.32434
TPPP,1.960123
ERAL1,8.547322
C20ORF177,8.096896
MKKS,7.483936
KLK5,1.435811
MLLT6,4.602667
CD207,1.366169
MT1F,9.451132
ITSN1,8.686299
FLJ36070,4.749619
CCDC24,6.529218
EXTL1,2.25323
PPP2R3A,1.706608
AKAP10,4.682063
CNKSR1,4.112126
SLTM,6.15427
NARG2,5.722364
TMEM57,5.323749
SPHAR,3.501456
P518,1.63525
UQCRC2,7.274635
MGC23985,1.494727
FSHB,2.02712
MACF1,2.086966
CNTN2,1.947703
HOXC9,1.551465
KCTD2,6.721028
SDCCAG33,3.775653
SOX5,1.404417
ETFA,9.382845
C14ORF49,2.055087
CRYBB3,1.522052
MTRR,7.540621
LST1,2.148115
SLC39A12,1.777758
ZNF433,5.57304
SERPINB8,2.679513
TTC7B,2.651797
MFSD3,8.72993
GADD45B,3.512209
VMD2,1.728786
FCGBP,2.827238
DAZAP2,7.925159
NFRKB,4.504567
ARL4D,2.490742
PATE,1.641757
UBE2G1,8.806361
KCTD10,5.895303
FOXN4,2.170004
OR56A3,1.664324
EXO1,2.002559
KLRC4,2.077221
C18ORF8,6.797116
KRTAP20-1,1.579591
CRX,1.41216
APOBEC2,2.317228
CTBP1,7.814594
ZNF557,2.219365
BRMS1,6.874271
WBSCR27,6.053202
ACOT7,1.805265
CCDC9,2.03902
IBSP,2.285671
TULP3,5.076911
ZNF174,4.261973
DISC1,1.860124
PRPF31,9.200792
FBL,10.199724
EDARADD,2.450508
ZNF616,6.392699
C17ORF45,11.845448
DGCR14,6.176616
CDH5,2.042166
OR8B3,2.29158
SLC44A4,2.793599
TRIM9,2.904752
FLJ36779,3.223504
FLJ40243,3.19766
PPGB,6.805811
OR51E2,2.837216
LRRC39,1.672068
TMED3,10.162343
WDR26,6.161513
TCF21,2.248622
FH,8.855602
MTX1,6.983668
CD1D,4.884386
DCAMKL2,1.579752
CRIP3,3.614985
EPM2A,3.436422
ABHD7,2.840618
CTTNBP2NL,5.253384
ARF4,10.251081
EPHA6,3.413046
PCDHGB4,3.249407
MAF,5.815819
INHBA,2.881665
BICC1,1.664659
C10ORF67,2.146189
MYOM3,1.704713
SYTL4,3.420406
CCT6A,9.109114
DNASE1,3.332396
RABEP1,6.910989
SLC27A3,7.592864
SMOC2,3.868211
ZIK1,7.321166
TMEM63A,6.633009
MRPL38,7.600693
SMPDL3B,6.898753
SEPX1,9.018288
PTPN21,4.58362
MOBKL2C,1.739793
NFKBIZ,7.179302
PLD1,2.958558
PTGES3,9.294231
VGLL1,3.4592
FBN3,7.224882
ZAP70,1.604704
MORG1,5.601027
LOC650239,2.754476
UCK1,4.985083
MESDC2,2.287906
REM1,1.417018
BDNF,1.867611
LOC441956,2.130752
C1ORF102,2.816369
OR3A2,2.472512
GRIPAP1,4.971412
PACS2,5.492977
RNF13,3.282751
FAM72A,5.495154
CYP4F11,2.513199
HADHSC,9.051151
FLJ13639,1.956387
FOXE3,2.674189
FGF11,4.923348
PLXNA3,5.455267
HOXC4,2.202063
FEM1A,7.90932
MGC17330,3.305996
LOC440295,1.622252
C9ORF45,7.62741
IL11RA,2.661955
PKHD1,2.687106
CCL2,4.27764
ZFAND3,6.667718
HMBOX1,4.024861
PVRL1,1.85381
EHD4,8.58293
SFRS12,4.920306
PCP2,2.145048
PTPRO,2.668178
GMNN,8.294364
RCC2,11.255077
CABP2,1.911214
ETS2,6.969353
CLSTN1,5.169828
ZNF117,1.665183
ARVP6125,1.960675
GMPPB,2.595325
TNNT3,1.680324
CCDC49,5.739888
ADSSL1,4.874482
TRIP12,7.513795
IL17E,2.528112
SPANX-N2,0.953899
LOC91431,5.407332
CDR2,7.824396
MGC44505,2.103249
NQO1,7.606245
E4F1,8.227371
PRR5,3.727063
OSTM1,5.435885
LOC91137,6.527123
NIPA2,9.330763
BAD,4.563667
SLC7A5,11.247496
LOC653602,2.545283
HOXB9,1.669078
