SMAD4,PTHLH,TFregulation
SMAD3,PPP2R1A,PPI
SMAD3,JUN,PPI
SMAD3,TP53,PPI
SMAD3,SMAD3,PPI
SMAD3,SMAD4,PPI
SMAD3,VIM,PPI
SMAD3,GSC,PPI
SMAD3,TGIF2,PPI
SMAD3,SP1,PPI
SMAD3,HNF4A,PPI
SMAD3,TPM3,PPI
SMAD3,ZEB2,PPI
SMAD3,DACH1,PPI
SMAD3,SKIL,PPI
SMAD3,NEDD9,PPI
SMAD3,PTHLH,TFregulation
SMAD3,ANKRD1,TFregulation
SMAD3,TNC,TFregulation
SMAD3,CYR61,TFregulation
SMAD3,SMAD4,Dimer
RARG,NEDD9,TFregulation
RXRG,RARG,PPI
RXRG,NEDD9,TFregulation
RXRG,RARG,Dimer
RELA,RELA,PPI
RELA,DDX21,PPI
RELA,RIPK1,PPI
RELA,TUBB,PPI
RELA,SPAG9,PPI
RELA,VIM,PPI
RELA,SP1,PPI
RELA,TBP,PPI
RELA,STAT1,PPI
RELA,NKX2-1,PPI
RELA,JUN,PPI
RELA,CCL2,TFregulation
RELA,CXCL5,TFregulation
RELA,NR4A2,TFregulation
NFKB1,STAT3,PPI
NFKB1,VIM,PPI
NFKB1,RIPK1,PPI
NFKB1,RELA,PPI
NFKB1,UBE2D3,PPI
NFKB1,SFPQ,PPI
NFKB1,NFKB1,PPI
NFKB1,TUBB,PPI
NFKB1,NCOA1,PPI
NFKB1,SPAG9,PPI
NFKB1,CCL2,TFregulation
NFKB1,CXCL5,TFregulation
NFKB1,NR4A2,TFregulation
NFKB1,NFKB1,Dimer
NFKB1,RELA,Dimer
