Gene,H1hESC_rep1,H1hESC_rep2,H9hESC_rep1,H9hESC_rep2,hNSC_rep1,hNSC_rep2
SMG7,6.134488,6.308878,6.446333,6.446333,6.144813,5.937077
FKRP,6.872168,6.222244,6.206502,5.864141,6.618923,6.447137
KUA-UEV,6.159121,6.787849,6.799659,6.862188,4.540336,4.83701
CENPM,7.590187,7.518964,7.772224,7.672737,8.162466,8.207653
CENPM,6.282745,6.428172,6.089665,6.0219,7.441072,7.259582
ACCN3,1.816548,2.131027,2.117424,2.590258,3.165727,2.078512
FAM3C,7.530502,7.487887,7.28817,7.546516,8.364751,8.386364
MYH11,1.304859,2.287235,1.355104,1.69902,1.297098,1.604034
KCNIP1,1.789941,2.433639,1.95356,2.141464,7.523146,7.287184
PSMD12,8.945846,8.809525,8.831539,8.869357,7.583363,7.458927
EVI2A,1.979646,1.114271,1.746744,3.125199,1.64509,1.920329
TRAPPC6B,6.063036,5.85668,6.024304,5.847786,5.960214,6.309505
APOL3,2.277216,2.360562,1.723262,2.881465,2.857856,1.809921
DEPDC2,3.319391,2.933303,4.047881,3.732261,2.262286,2.327268
IL15,1.916879,2.400388,3.002185,2.057294,2.655104,2.158619
NME7,5.363548,4.805874,4.616622,4.456922,4.560171,4.859201
PALM2,2.890863,2.530795,2.158531,3.722736,2.386531,2.44231
SLC4A5,2.051029,1.667057,2.094724,1.994691,2.069626,2.603962
C16ORF35,8.867316,8.637486,8.654856,8.744697,9.362506,9.417635
CPEB1,2.700759,3.1377,3.496939,3.633698,3.486877,2.000726
CR2,2.826704,3.736944,3.568513,4.045679,2.024168,2.538539
HNRPA2B1,11.931146,11.825611,11.682061,12.007854,11.507161,11.502881
CCDC46,3.311729,2.510138,3.825137,4.424681,5.929536,5.859522
SNRPD2,12.472584,12.48917,12.480066,12.726881,12.425117,12.388596
MGC13114,4.466709,4.550243,4.999905,5.101212,4.961345,4.946114
IL17RC,2.294382,1.671228,2.650693,1.552761,2.48225,2.752413
NDUFB6,8.652298,8.486322,8.518274,8.690216,8.741741,8.791504
ARL4A,2.567184,1.934918,1.935797,1.782073,2.304737,3.043063
KIAA1622,3.865729,4.205232,3.822915,3.50341,1.639643,2.428309
NGFRAP1,11.868451,11.790431,11.705387,11.73582,11.617851,11.730849
MATN4,2.382919,1.684502,1.735223,1.807864,1.646538,1.894835
HNRPU,7.587326,7.56673,6.892986,6.213473,5.942214,6.069599
HERC4,3.485033,3.926279,4.559791,4.051484,2.06039,1.896602
CMTM3,6.621645,6.82,6.343156,6.306711,8.303909,8.570179
TEX11,2.28298,2.023582,2.328935,2.451962,1.288193,1.449306
ENAH,4.794169,4.606524,4.497701,3.922476,5.669703,5.949846
MS4A4A,3.01156,2.892075,2.693327,2.600532,2.711772,2.897248
RFC4,9.371684,9.326724,9.388323,9.594753,8.654856,8.705062
CHD3,2.790529,3.066955,3.238396,3.894424,4.066653,3.936143
TREX1,6.738979,7.075522,6.537558,6.627115,6.136137,6.24565
GAS2L1,3.138422,2.747206,3.356843,3.522342,5.362782,5.149097
XAF1,2.082397,2.645089,1.979835,2.024659,1.768607,2.750672
TRIOBP,3.98296,3.819563,4.39898,3.648875,4.523347,4.767594
F8,3.072072,1.851317,2.366241,2.2691,1.836786,1.651689
COL13A1,4.453076,5.000837,5.303614,5.18046,1.681308,1.80949
C6ORF1,3.308947,4.279639,4.050733,3.381709,6.115501,6.072763
ANKZF1,3.522342,4.499838,4.231159,4.497701,2.726111,2.384069
SLC24A4,2.711116,1.641926,2.037446,1.540008,2.051958,2.219626
EIF4G1,8.755201,8.800357,8.202435,8.095853,8.403333,8.40069
ATM,6.306406,6.490689,6.879195,6.615832,7.055334,6.907331
ZAN,1.761651,3.131848,1.791336,1.678776,2.18669,1.63168
PLA2G4E,2.17863,1.74238,1.910723,1.328757,1.786875,1.517084
GRINA,7.388618,7.504638,7.512621,7.435311,9.900945,9.741799
ACSL5,1.765682,1.561903,1.807373,1.293301,1.2246,1.281672
RAD51L3,5.485708,3.994453,5.361582,5.058352,5.458409,5.548734
RAD51L3,3.617883,4.044729,4.755516,4.728003,5.22354,5.30081
POTE2,1.924435,2.24847,1.658628,2.187835,1.757266,1.926263
FER1L3,5.131194,5.174352,4.083675,4.738906,1.775365,2.620172
ATP6V1G3,1.484503,1.447193,1.871896,1.469451,1.502242,1.334344
EFNA1,3.951654,4.405408,2.542415,2.014343,3.113251,4.034444
EFNA1,7.304819,7.24619,4.950682,5.454863,5.728766,5.771983
HTR3A,6.451913,6.493417,6.745418,6.534755,2.260246,1.758486
EPHA6,1.481556,1.526619,1.819863,1.914483,2.173311,1.470107
BCL7C,7.390091,7.267459,7.479723,7.637254,9.082489,9.049469
KLC4,2.980922,4.323737,2.899673,3.395575,2.158619,3.154476
ZYX,8.082029,8.179903,7.790123,7.535162,8.710781,8.708201
MPG,2.005203,2.463818,1.86785,2.525807,2.729382,2.422903
CSF3R,1.646158,1.604704,1.24033,2.260246,1.457172,2.75018
ACLY,10.028704,10.084759,10.174618,10.260326,10.432879,10.351139
SLC25A45,1.480273,2.1785,1.604704,2.311311,1.500307,1.537991
MID1,5.747966,5.474288,6.526662,6.279644,4.100823,4.189353
B3GAT1,5.331925,5.315347,5.302704,5.284597,9.003183,8.914063
CXCR7,6.644877,6.472543,3.20442,3.831686,5.600622,5.742838
C1ORF124,4.551418,4.611145,4.473701,4.842372,5.326088,4.995901
DDX17,8.773005,8.856698,8.711821,8.527308,7.440591,7.436384
UBE2E1,6.276482,6.64037,6.555043,6.720122,6.447137,6.386261
UCHL5IP,8.03944,8.190664,8.096374,8.108084,7.723795,7.738291
CEACAM1,4.560171,3.540986,4.693236,4.461898,4.745669,4.532906
AGL,7.901491,7.786713,7.564713,7.33229,6.988267,6.925782
MUC1,4.43562,4.556614,4.094799,4.22409,4.744143,4.648956
KLK2,2.227353,2.080137,2.181301,2.869182,3.2737,2.316383
MRPS12,9.523814,9.640406,9.468176,9.296283,8.435426,8.417564
SMAD5,3.694565,2.694709,3.349343,2.479467,2.477991,3.356843
SCAND1,7.69777,7.793778,7.663754,7.637949,8.394151,8.424962
MTP18,5.856087,5.904699,6.229829,6.376933,4.838831,4.720661
SNRPN,11.422329,11.413783,11.816609,12.078599,9.281654,9.095214
HNF4A,2.256833,2.113655,2.112795,3.353512,2.500452,2.070133
PH-4,5.778495,6.324955,6.20136,6.372616,6.92466,6.989391
C6ORF1,2.652174,2.039966,3.219221,3.294832,4.494393,4.7787
ZNF586,6.950394,6.876625,6.892358,7.051327,6.213047,6.06907
C15ORF21,2.176514,1.860732,1.838862,2.227977,2.825754,3.034731
PKD1L2,1.875306,1.467364,1.443009,2.699879,1.30725,1.955662
MGA,5.651056,5.868276,5.68044,6.051101,5.282878,5.141451
ALDH5A1,3.505983,3.912662,3.906872,4.47132,6.836482,6.779684
BID,5.240988,5.462883,4.443539,5.232213,6.399735,6.647085
CYP4Z2P,2.121802,1.386916,1.808979,1.798163,1.864859,1.755577
TRAPPC5,8.329395,8.289667,8.416447,8.444434,8.630861,8.527308
MAGEA6,2.36645,2.323211,2.249433,2.649375,3.139506,1.362184
RGN,4.295296,3.730558,1.944617,2.658712,2.85315,3.408342
TANK,1.255048,1.53115,1.436956,1.479116,1.171684,1.988263
TTLL1,4.460245,4.406124,4.995513,5.616673,6.103541,6.139012
P2RY2,3.615972,2.810983,3.517225,3.091293,2.598479,2.041984
PPP2R4,3.136283,3.289509,3.372964,2.81788,3.785749,3.482914
PTPNS1,2.506172,3.753543,4.028824,2.907785,6.584255,6.493844
TMEM70,5.24533,5.89092,5.288384,5.129323,4.400119,4.686278
RHBDF2,6.443999,6.604193,6.556608,6.628953,1.860397,2.188178
LIG4,1.955588,2.713461,1.971645,1.952712,1.365644,2.653294
ZCCHC11,6.556341,6.483703,6.769449,6.767392,5.972016,5.782761
DMD,3.068638,2.543866,2.909175,1.759415,2.351053,1.942742
TERT,3.705735,3.05008,2.771329,2.16618,1.30407,1.673105
LOC389813,2.135159,1.247746,2.078314,1.942451,1.479734,2.277036
OPRM1,1.910287,1.868943,2.051348,1.961739,1.160405,2.024255
PANK2,8.163744,8.031835,8.016366,8.124851,7.206251,7.29235
ECE2,2.68499,2.27022,1.878625,1.928865,1.778228,1.92984
TMEM10,1.890159,1.062369,2.038302,1.619723,1.931577,3.299528
SFRS12,6.771565,6.751468,6.817727,6.743387,6.530603,6.206502
MSR1,2.949519,2.003962,1.556613,1.914694,1.593399,1.576371
LIG3,4.617612,5.160662,4.920884,4.995022,4.622345,5.021818
RTN2,3.97334,4.4883,4.765763,4.489108,3.929832,3.085414
ADORA1,2.345853,1.663005,1.729263,2.01218,4.151346,4.334944
H2AFY,9.656131,9.623023,9.849417,9.512359,11.996357,11.95854
HSP90AA1,12.541027,12.513833,12.726881,12.48917,11.612882,11.765468
SPAST,4.497701,4.421755,4.578046,5.095848,2.1186,2.980366
PJA1,7.431211,7.510031,7.951985,7.996517,8.316602,8.301707
PCDHAC2,3.46516,2.483654,2.581227,3.423002,3.583443,4.134092
IDH3B,9.044209,9.033244,9.053265,9.159996,8.912501,9.081738
DUSP13,1.665505,1.595587,2.567985,3.195757,2.400239,2.15805
UGT2B17,1.735453,1.831622,1.408173,2.432044,1.480942,1.660858
DIAPH3,6.078747,6.309742,6.32339,6.399735,4.444403,3.652458
ASB9,2.975511,1.915547,2.246333,3.126439,1.787483,2.000267
IFT88,2.584581,2.045358,3.343513,3.06602,4.503704,4.993242
CASP7,4.487879,3.8561,3.276934,4.588002,5.754502,6.112707
COPS8,6.96733,6.794034,7.108555,7.388618,8.142237,8.246463
ENPP2,5.234821,5.382596,3.816543,4.305817,6.404122,6.659328
ATN1,2.67084,3.420406,2.440787,3.381269,4.875034,4.691058
BTN3A3,2.163795,2.224999,3.297215,2.663987,4.018267,4.505039
PICK1,6.917879,7.08851,6.449073,6.182007,5.94031,5.87408
CTSL1,8.365435,8.539589,8.007365,8.427877,8.196539,8.058544
C14ORF102,5.847786,6.151564,5.713904,5.71043,6.404706,6.325967
TFAP2A,6.371227,6.18554,2.749697,2.798959,2.32825,1.696896
HERPUD1,6.511502,6.448206,5.572371,6.097486,6.645258,6.519834
FNTA,1.676268,1.79867,1.87661,1.609333,1.896422,1.827872
PRKACB,5.243358,5.279058,5.514071,5.649553,4.767594,4.381132
DYRK2,7.801406,7.142711,7.699477,7.016041,6.049855,5.847483
DYRK1A,7.559221,7.700072,7.193617,7.591858,7.66867,7.857595
PLAUR,4.948645,5.822809,5.273694,4.967064,4.535037,4.473701
DBNDD1,8.802021,8.932282,8.864856,8.994844,8.489402,8.419152
C9ORF77,7.537405,7.34974,7.81953,7.578677,5.492977,5.776511
TSPAN17,5.555191,5.739261,6.020285,5.683479,5.689119,5.671931
CCNE1,8.409969,8.660443,8.399986,8.321696,6.980511,7.018295
SPP1,7.98006,7.632909,6.737148,7.00896,3.733374,3.921993
ZWILCH,9.475789,9.486379,9.605752,9.536019,8.246463,8.236422
PTPN13,6.258592,6.388297,6.210387,6.776189,6.621645,6.568519
WAC,8.308978,8.235518,8.530732,8.536733,8.700299,8.687919
ARPP-21,1.266209,1.954091,1.697509,1.764552,1.620544,2.718482
TAX1BP1,9.01761,8.755201,8.832179,8.852155,8.739854,8.906676
DUT,7.812271,7.684959,7.571268,7.674624,7.258633,7.340139
ATF3,7.046246,7.131335,6.512163,6.679705,4.800703,5.042684
MS4A3,1.279946,1.366169,1.865262,2.312541,1.573893,1.743083
MAP4K4,7.957476,7.811931,7.999504,7.804146,9.081738,9.1326
KIAA1553,8.046845,7.838678,7.888433,7.859348,6.529218,6.727037
C10ORF4,4.060293,2.885871,3.144011,2.699167,3.121081,3.803804
PHF7,3.423867,3.748902,4.463617,3.691262,2.651797,3.084201
PHF7,2.388901,1.756779,2.670412,2.542898,1.741778,2.062438
AAA1,2.008066,2.052491,2.274744,1.742292,2.203266,2.03456
RASGRP2,4.427655,4.653248,3.885715,4.150228,4.497701,4.365682
COL4A5,4.952767,5.614871,5.850126,5.987484,5.583609,5.452132
RNPS1,5.785537,6.23651,6.361942,6.509718,5.856257,5.706733
DPH2,9.114739,8.964745,8.968252,8.731465,7.447193,7.441504
CPEB2,3.810495,3.0774,4.102842,3.931737,7.173691,7.099223
SCMH1,4.457956,4.125227,4.343843,4.484349,6.029297,5.889624
RNH1,6.662726,6.826298,6.87882,6.838094,8.031144,7.942628
SCNM1,6.83915,6.855027,6.556341,7.066139,7.323592,7.432839
GRK4,2.349254,1.970743,1.519102,2.767606,4.20618,4.2565
LECT1,9.075056,9.177512,9.089908,9.011132,5.403604,5.67388
CD37,2.173862,1.375393,1.678272,1.722891,1.026109,1.764075
DIXDC1,5.431862,5.506508,5.690149,5.69783,4.671618,4.924451
VEGFA,4.937811,4.808997,4.349906,4.588475,6.731526,6.782258
ALKBH1,6.550678,6.598649,6.466913,6.684744,6.282298,6.501582
SPINT1,6.842069,7.065764,6.784874,6.544397,1.808602,1.319855
FXYD3,1.72541,2.459842,2.231588,1.230012,2.595579,2.117775
PSMB9,3.404439,2.366241,4.644814,4.829251,5.665459,5.53005
KIAA1191,8.49728,8.524407,8.891394,8.909308,8.67265,8.552457
UBE2W,2.534898,1.337821,1.764075,2.248622,1.988263,2.144222
METT11D1,1.739528,2.432439,1.984782,2.420854,1.364113,2.270977
NSL1,2.516273,2.146512,1.990589,2.475981,3.172575,2.84463
CAMK2B,1.696074,1.271091,1.947372,1.999376,6.221244,6.31216
LTB,1.836917,2.640432,2.017828,2.003106,1.946843,1.520196
LTB,2.599107,3.067512,3.4723,2.229872,1.808215,1.243894
SMARCA1,5.340558,5.373546,6.501582,6.382284,4.779122,5.008362
DBNL,6.777347,6.849954,6.585663,6.502946,7.853964,7.766852
MSMB,1.611724,1.842898,2.386531,1.9086,1.750323,2.031939
TSC22D3,5.737841,5.414812,6.509718,6.7487,6.978431,6.953621
DPM3,7.259962,7.233663,7.319588,7.746599,7.863063,7.90843
UBXD5,5.33852,5.606152,5.547768,5.181425,5.931134,6.13711
CCR2,1.9194,1.407187,2.047887,1.75613,1.468036,1.348385
CSF2RA,5.056389,5.06789,2.326873,3.854697,1.734141,1.72036
CSF2RA,8.936909,9.280776,8.009406,7.673796,7.107631,6.936054
NRP2,4.842781,4.167926,3.379939,3.643247,4.303296,3.438839
RHOBTB1,1.806529,1.818335,2.162086,2.294382,2.652956,2.873451
PPP2R3A,3.415822,3.088579,4.135471,3.20663,3.042077,3.771833
UMODL1,1.382072,2.115402,1.979178,1.426044,1.905069,1.655617
SLC23A1,3.663195,4.381746,3.957991,3.404084,3.928346,3.985585
VHL,6.507046,6.635855,6.496131,6.298125,6.153077,6.264354
POFUT2,7.662898,7.82766,7.567767,7.425028,7.67643,7.758426
CDKN2B,4.464033,5.27984,3.990518,3.221684,5.370199,5.258736
ATR,1.930315,1.541061,1.945236,1.645973,3.634627,2.308604
SDCBP2,2.746695,3.010197,2.628684,2.294619,1.793073,2.148819
ZNF200,5.072359,4.961938,4.916175,4.482062,5.19781,4.77958
PDE1A,2.285831,1.773759,1.980659,1.838465,3.150513,1.534674
PDGFD,3.406234,4.002444,3.957161,4.333407,3.810495,3.988156
KCNK2,2.399535,2.723979,1.695961,2.110582,6.645668,6.491186
TBX5,2.170526,2.327769,1.419194,1.827872,2.189032,2.360423
FSD1,5.728766,5.964781,6.130679,6.264354,5.603839,5.521907
CORO1B,5.92746,5.743107,5.98945,5.889084,5.92172,6.039373
TCOF1,4.145104,3.462084,3.096951,2.346154,1.646343,2.34842
BBS7,1.988966,1.803713,2.557244,2.407454,1.965506,1.835914
MGC15523,1.354508,1.614917,1.713657,2.550453,2.147158,2.720141
LCK,3.478471,4.068611,3.525735,3.805228,2.79009,2.569002
WDHD1,2.821037,2.737432,2.990917,4.348319,1.887366,1.490075
SYPL1,8.913372,8.727089,8.610686,8.880734,8.449902,8.478241
TCEB2,6.429449,6.304002,6.056456,6.132627,8.163031,8.318234
SLC27A6,5.020801,4.818604,4.729686,4.905552,3.361264,2.546099
PPM1B,5.800196,5.767466,6.514986,6.31958,2.719353,1.762897
AKTIP,7.29448,7.319035,7.100059,7.019498,7.960683,8.079168
CYP3A43,1.350659,1.878713,1.587065,1.460045,2.133585,1.673193
SERPINA9,1.531489,1.681556,1.777271,3.340001,2.079643,2.352596
AGPAT2,5.857625,5.912291,5.977924,5.922274,4.502795,4.459171
PSCD2,4.792402,5.076491,5.08263,4.84887,6.303526,6.099172
ERCC1,7.717474,7.931877,8.171003,8.28913,9.051151,8.967482
CDKL5,2.282044,1.593706,2.072186,2.152318,2.429273,2.499721
CD247,4.350811,4.446095,3.996076,3.750952,2.657665,2.198542
TSPAN18,2.063459,3.44696,2.214976,1.915453,2.459713,2.322205
CASP8,2.124458,1.762897,2.091222,2.45066,1.609575,3.112306
RUNX2,2.014993,2.28298,2.522603,2.15922,2.127374,3.760274
NANOS1,3.055225,3.294995,2.920573,3.302618,4.598039,4.223556
RAB6A,3.752078,2.598936,3.586062,3.727692,4.115612,4.166474
MAP1B,7.89872,7.085132,7.442683,6.754861,9.341817,9.435424
KCNG3,2.329758,3.208858,4.360137,3.390151,1.644262,2.113655
MTRR,4.352201,4.461898,4.5588,4.4378,3.003214,3.145138
PPP1CA,6.315261,6.404122,6.195199,6.326797,7.074394,6.995459
ZNF323,2.947762,2.985177,3.383025,3.052541,4.114366,4.446095
HNRNPK,10.201102,9.987774,9.818425,9.910323,9.539666,9.5045
BCL7A,3.445944,2.115743,3.691732,4.174107,5.386862,5.079437
FBXL5,8.010316,7.987407,7.917282,7.744052,7.951985,8.057642
SDF4,7.963545,8.208525,8.00644,7.712074,8.865733,8.875565
NUPL1,5.29337,4.836599,5.24721,5.248918,4.269214,4.329264
CYB561,6.322705,6.194069,5.85912,5.896323,4.617612,4.617612
FLJ39061,2.176951,1.479494,1.325446,1.970799,1.882148,1.87433
ACSL6,1.758486,1.737195,2.209973,1.990254,1.622464,2.601305
B3GALT5,2.096105,2.081664,1.844153,2.009982,2.563057,1.695499
ERLIN2,4.496404,3.926841,3.108573,2.884342,4.452595,4.554357
SNX15,3.108573,2.861682,3.520629,4.100483,4.989953,4.907069
GFM2,3.914647,4.389673,4.875034,4.4883,2.756362,3.410188
TAF6,6.823109,6.944875,7.082759,7.127829,6.636506,6.501223
VCX2,1.517258,2.628441,2.114726,2.140334,2.354383,1.533941
SFRS5,10.42653,10.590365,10.172643,10.075826,9.506039,9.393081
GPX4,11.598912,11.715691,11.976249,11.755726,12.17762,12.187496
NDRG4,2.397297,2.444656,3.052541,2.695908,4.65102,4.895754
NFATC2IP,6.403143,5.916585,5.542231,5.174675,5.774016,5.64161
WDR16,1.855543,1.897483,2.038915,2.683247,2.386357,1.614106
IRAK1,7.884999,7.907957,8.365435,7.896327,8.486322,8.393656
CCNL2,5.162181,5.550734,5.019785,4.61154,4.508913,4.9436
RGS11,2.13698,2.324782,2.21426,2.440234,4.606212,4.813953
ZNF493,4.341444,4.664582,4.105201,4.053538,2.107047,2.803804
MAP3K7,6.144813,5.88345,6.157433,6.253486,4.098103,4.112126
PPP1R12B,5.221463,5.347133,5.219732,5.460105,4.643258,4.644419
ASL,4.657904,4.798016,5.033864,4.941795,4.939489,4.718478
EIF3S9,11.545109,11.605093,11.861117,11.726973,10.924222,10.968007
HAGH,5.556115,5.555191,5.286891,5.645653,6.697554,6.698865
ELMO1,1.807601,2.325014,1.715418,1.767611,1.641314,1.3249
CDC14B,7.989448,7.998865,8.383777,8.066362,7.681258,7.64306
CD163,1.756999,2.297859,2.022641,1.745534,2.296613,2.548914
PCDH9,1.878625,1.468036,1.670162,2.252518,2.074155,3.208858
CD74,5.036694,4.905552,4.658348,4.864988,1.658484,1.860635
PDE7A,2.471162,1.898537,3.300423,1.330507,1.809592,2.092996
XRCC4,1.395693,1.230012,2.148027,1.879644,2.079418,2.270684
RAB24,6.623402,6.663863,6.790586,6.897129,7.649164,7.490304
CTBP1,5.174675,5.050253,5.743534,5.638108,6.88741,6.92375
NPM1,1.935847,2.039182,2.149121,1.733587,1.814158,1.809803
HIF1A,6.894343,6.545747,6.979419,6.766247,6.132627,6.630318
TNFRSF19,1.893577,2.376731,1.961836,1.858824,2.921265,2.351785
SUMO1,3.988156,4.374248,4.498875,4.818604,3.620845,2.682136
FAM55D,2.3398,2.360278,1.94374,1.849054,1.794924,1.807601
PIGO,5.859522,6.189233,6.141395,6.033851,6.293874,6.294171
FCAR,2.029988,1.641192,1.927287,2.324782,1.175037,3.337474
PHACTR4,3.109752,2.006893,1.741285,2.543866,2.271276,1.726488
PTPRF,10.203849,9.840157,9.685989,9.710121,8.802642,8.87824
MAG,1.123467,2.164259,1.862639,1.820202,2.160723,1.853942
C1QTNF1,4.941795,5.651056,4.535037,4.598039,5.454863,5.535324
LOC57228,6.029963,6.404706,5.592251,6.256318,2.458632,1.808061
BICD2,7.611523,7.341656,7.135202,6.778781,7.876978,7.828436
USP45,3.972065,4.039767,3.61442,3.038516,1.720126,2.358252
ANXA11,4.588002,4.891561,4.492805,4.67854,3.635273,2.570384
PKLR,1.960944,1.8174,1.956472,1.566474,2.873451,1.746319
SIAH1,8.256596,8.310203,8.409969,8.436294,8.192211,8.29964
C6ORF108,8.242479,8.46356,8.794044,8.965748,8.722071,8.876837
MTMR3,4.720661,4.689208,4.702411,4.501937,6.790164,6.847722
CCNB3,1.965917,2.139449,1.457172,1.718105,2.128297,0.929743
B4GALT4,6.277507,6.179998,6.036769,5.959757,4.592038,4.435212
DSTN,9.836199,9.929989,9.741799,9.628229,8.650021,8.615766
MTO1,8.022671,7.847698,7.976685,8.092507,7.377536,7.388618
CCNG1,2.572906,1.926263,3.012844,3.416457,3.393345,1.291954
AKR1A1,10.027398,10.208542,10.55106,10.505908,8.828024,8.745137
DLGAP1,1.98009,1.616559,2.283568,2.041832,1.904208,1.773474
FYN,5.848569,6.167153,6.020697,6.386635,8.124851,8.228026
SNRP70,7.50963,7.802638,7.858792,7.795689,7.361414,7.37578
SDCCAG3,6.962764,7.384156,7.201325,7.121408,6.752837,6.697554
SYT7,5.966773,5.757653,5.043997,5.045675,4.206955,4.299814
EIF4G2,11.41014,11.487176,11.605093,11.428933,10.800155,10.780926
DNASE1L1,4.961345,5.161581,5.412655,5.749366,5.117607,4.984223
RECQL,7.384156,7.276189,7.124608,7.245338,6.478753,6.2788
SLCO1A2,2.223802,2.575471,2.82066,2.798091,2.444656,1.368023
LIMS1,1.922229,1.99092,2.873963,2.793788,2.533967,3.548349
C20ORF44,6.468574,6.398587,6.600639,6.370801,6.418834,6.374809
SEH1L,7.510652,7.282661,7.386393,7.534672,5.857625,5.817015
CTNNBIP1,2.589294,3.320276,2.562123,2.856434,5.67388,5.454255
RNF19,5.600284,5.378597,5.722027,5.930818,7.021328,6.933647
DHODH,3.708461,4.036307,3.923419,4.061118,4.290875,3.750952
DSC2,6.075806,6.413325,5.628531,5.554676,2.31623,1.570309
DMD,2.370831,2.620386,2.067828,1.266209,2.077996,1.750876
GSTZ1,6.383201,6.402333,6.318735,6.782258,6.140017,6.200068
HSPD1,12.187496,12.027546,12.279769,12.218076,10.905655,10.878309
TFEC,1.984232,1.736144,1.656483,1.934352,1.652843,1.626019
SPG3A,6.375666,5.874814,5.966773,5.728766,7.954417,8.069331
RCP9,9.149666,9.347761,7.887382,7.357548,7.251041,7.177311
ASTN2,3.144011,2.842685,3.118569,3.757195,3.897488,2.780503
ING3,4.702411,4.026634,5.126405,4.778302,6.043673,6.042129
EDA,4.153026,3.554635,3.4323,2.576855,2.087505,1.909964
P4HA2,5.313481,4.712952,5.622514,5.917199,3.475294,4.239119
EGFL7,2.543671,3.410636,2.840435,4.037777,1.608552,1.847373
G3BP2,10.240666,10.069843,10.721887,10.658965,9.348501,9.248073
ATE1,2.970203,2.191196,3.12426,3.524574,1.860011,2.624329
TRIM69,1.560295,2.320187,1.963306,2.231834,3.508072,2.975792
DDX19B,8.672104,8.710282,8.670965,8.834375,8.517589,8.443633
OPTN,5.526956,5.331228,5.790814,5.886059,5.675873,5.875789
ATP2B2,1.492646,1.482945,1.139351,2.608897,2.870348,2.714377
FGA,5.748871,5.446372,1.486211,3.284345,1.963629,1.672887
ZFYVE9,4.041234,4.188943,3.101673,1.918381,2.174269,2.550055
CLUL1,2.103902,1.88806,1.717713,1.802775,2.003962,1.719283
CUGBP1,5.93259,6.107808,5.792992,6.070587,4.758813,4.755516
OCRL,5.745357,5.710132,7.212553,7.276776,6.628023,6.576517
PPFIA1,5.740409,5.511406,6.164444,6.017419,4.761886,3.853017
KIRREL2,1.927195,2.384069,2.505279,2.593497,1.874921,2.111327
NCKIPSD,3.182152,3.731365,3.480245,3.943896,3.314798,3.361696
KREMEN2,5.916585,6.215028,6.162222,5.611361,3.758633,3.085722
TCL1B,3.718392,3.363437,4.17979,4.21232,1.680874,1.655778
SENP7,5.893656,5.99681,6.144026,6.013512,6.682332,6.558325
FCGR2B,2.484241,2.967298,1.721571,2.176104,1.411165,1.794465
ANKRD36,2.597371,2.889492,1.92165,1.520196,2.086825,1.908293
DUSP15,3.459915,2.839721,2.94341,3.037087,2.29738,2.480759
