"Gene.Symbol","log2FC"
"ZC3H18",-0.284997810218979
"TMEM212",0.0118141605839416
"SNORD115-13",-2.24246160583942
"TCEB3B",-0.683995182481752
"SIPA1",1.00260510948905
"CRTAM",-0.0425164963503648
"EDA",-0.803162481751825
"OR6P1",0
"CCDC116",-0.232248613138686
"CADPS2",-1.46113839416058
"CCDC114",-0.525100145985401
"CCDC115",-0.280158248175184
"CCDC112",-0.183651824817518
"CCDC113",-0.846236058394162
"CCDC110",-1.41219664233577
"CCDC111",1.37136919708029
"LEO1",0.125402627737225
"ATP1A4",-1.82699255474453
"ATP1A3",-4.76413810218978
"ATP1A2",-2.01105737226277
"ATP1A1",-0.801149927007298
"KGFLP2",-0.800532262773723
"MGRN1",-0.738955912408759
"TCP1",-0.164924525547447
"CRTAP",1.08472437956204
"CBLC",-0.472193576642336
"SPHK1",0.688822043795621
"DPT",-0.821508321167884
"BPESC1",0.0388554744525547
"CUEDC1",0.0266420437956203
"CUEDC2",-0.266589343065693
"CBLB",1.2829995620438
"CPEB4",-1.17345270072993
"CPEB1",-2.71228832116788
"ZNF45",0.972974890510949
"CPEB3",-3.20425284671533
"CPEB2",-1.27512525547445
"BEGAIN",-3.05857226277372
"RBMXL3",0.0846547445255474
"OSGEP",0.731316642335766
"ABAT",-0.395792846715329
"LOC100129637",-0.000858686131386399
"ZNF780A",-0.100705839416059
"ZNF780B",-0.770988613138687
"TLN2",-2.6037302189781
"FRG1",0.393631386861314
"FRG2",-0.0388938686131387
"RHEBL1",-1.28032817518248
"ZNF41",0.0513305109489055
"IFT80",-0.711590656934307
"FBRS",-0.0428779562043786
"ZNF414",0.0458480291970798
"IFT88",0.268107737226277
"IL10RA",1.44440890510949
"POU5F1B",1.3198697810219
"SP1",0.882040291970803
"SLC27A4",-1.10312948905109
"SP2",-0.00730394160583892
"OLA1",-0.394220583941605
"PNOC",-3.56143255474453
"CNTF",0.186260729927008
"MCM10",4.75333912408759
"PDIA5",2.43272919708029
"SP4",0.437980145985401
"TMEM38B",1.00060598540146
"THUMPD3",0.758710656934305
"IGFBPL1",-0.322055328467154
"SP5",1.40705080291971
"ATG4C",0.0106947445255479
"ATG4B",-0.103087153284672
"ATG4A",1.34135941605839
"THUMPD2",0.521844233576643
"LOC441208",0.0768709489051096
"ATG4D",0.0872134306569343
"PHOX2A",0.675891824817518
"PHOX2B",0.420783211678832
"SNORD114-31",0
"SNORD114-30",0
"LRGUK",2.42120540145985
"MPHOSPH8",-1.18458905109489
"UPK2",0.277397226277373
"CFH",1.46582087591241
"CFI",3.00040058394161
"PNP",1.75522934306569
"ANKFY1",0.481200583941606
"C1orf14",-0.148679708029197
"CFB",1.14420846715328
"OR5P3",0.00487518248175183
"OR5P2",0.0123204379562044
"MLLT4",-0.657975766423359
"SNORD115-6",0
"CREBBP",-0.353780729927008
"PNN",0.213170510948904
"PHYHIPL",-1.6213195620438
"ATP6V0E1",2.18628058394161
"ATP6V0E2",-0.481860145985403
"RNF128",-3.06018642335766
"CFP",0.414926715328467
"AAAS",1.06249518248175
"HAMP",1.64133226277372
"ZNF394",0.626733576642335
"SIDT1",-2.62753416058394
"SERPINA10",-1.38172510948905
"SIDT2",-0.588774452554745
"SNORD115-7",-1.13660423357664
"TAF8",0.377768613138686
"PISRT1",0
"SIX4",0.976856496350366
"LOC283070",-3.02057620437956
"SIX6",2.5839204379562
"PM20D1",-0.975827591240876
"MR1",2.44227897810219
"MGC4473",0.441732116788321
"SIX3",1.57912875912409
"SNORD115-4",0
"WASH3P",0.0426035036496355
"CNPY4",2.14725051094891
"CNPY3",0.708039416058394
"CNPY2",0.723278686131387
"CNPY1",2.1697195620438
"NODAL",2.5651801459854
"SYNJ1",-2.51388934306569
"KNDC1",-3.91648700729927
"HMG20A",-0.291603795620439
"HMG20B",1.96716
"PHOSPHO2",0.748085401459853
"AAGAB",-0.155876350364963
"C4orf19",0.969974744525548
"C3orf79",-0.0150289051094891
"SLC7A6OS",0.226396204379562
"C3orf77",-0.349904379562044
"C3orf75",0.587999270072991
"C3orf74",-0.0386407299270073
"C4orf10",-0.562320145985401
"C3orf72",0.685308905109489
"C3orf71",0.0674553284671537
"C3orf70",0.523535182481751
"ZNF285",0.268037664233577
"MRO",-1.0097998540146
"ZFP82",-0.313331240875913
"CHFR",0.55850394160584
"EFHA1",0.328752116788321
"RTBDN",-4.42333094890511
"EFHA2",-2.98444335766423
"AAA1",0.126378394160584
"GPR75",-0.360598248175182
"NUDT9P1",-0.713723503649635
"SYPL2",-0.369693284671532
"RFX8",-1.08852394160584
"ZNF222",0.0980832116788317
"RFX4",1.39233357664234
"OR2C3",0.00640686131386861
"AVPR2",-0.78832496350365
"RFX7",0.256541167883212
"NRXN3",-4.86858350364963
"GPR77",-0.473446569343066
"NRXN1",-2.71668627737226
"RFX3",-0.140619562043796
"SNORD104",0
"RFPL2",-3.53976175182482
"VPS37D",0.349005693430657
"NLRP13",0.0146138686131387
"APC",-1.18062598540146
"TMEM179B",1.77674175182482
"ABCE1",0.201210218978103
"UQCRC2",-0.482342189781022
"XPNPEP1",-0.0559983941605839
"XPNPEP2",2.46468175182482
"TIGD4",1.13835766423358
"ZNHIT3",0.0872941605839426
"GGCX",0.598284087591241
"PAPLN",-0.322540729927006
"ADNP",0.210969343065694
"TMEM218",2.28569708029197
"STXBP6",-4.00130817518248
"KHDRBS1",0.363538394160583
"RUNDC2C",-1.51359547445255
"KHDRBS3",-0.123960729927006
"GGCT",0.309245547445256
"VPS37C",-0.0489128467153268
"STAC2",-2.19803605839416
"LOC283404",-1.21327664233577
"ZNF395",0.469940145985401
"STAC3",1.4018496350365
"TBL1Y",-0.142916350364964
"LHCGR",-0.555852846715328
"TMEM211",-0.208998102189781
"OR1Q1",-0.322569197080292
"TMEM127",-0.172121751824818
"GPR78",-2.86829372262774
"TRPA1",-1.49771284671533
"VPS37B",0.588593722627737
"TTC7A",0.736623649635035
"UQCRHL",0.508320145985401
"ZBED4",0.544074160583943
"C11orf2",-0.451676934306569
"C11orf1",0.67195211678832
"DPYSL5",-0.424238102189781
"DPYSL2",-1.19042408759124
"DPYSL3",1.85550423357664
"OSTM1",0.452207883211679
"RUNX2",0.797998540145985
"C11orf9",-3.00866467153285
"KRTAP10-12",0
"KRTAP10-11",0.00453430656934307
"KRTAP10-10",0.0104204379562044
"IGFBP2",5.55950116788321
"IGFBP3",3.75940686131387
"IGFBP1",2.56420934306569
"BOP1",-0.0482267153284663
"IGFBP7",3.05027547445255
"IGFBP4",2.38559503649635
"IGFBP5",1.68739474452555
"SKP2",1.27840875912409
"TTC4",0.506440291970803
"CYP2R1",0.732161605839416
"CKLF",2.42113912408759
"ZNF193",1.15006686131387
"C15orf26",0.833479270072992
"C15orf27",-2.96567532846715
"C15orf24",0.503387883211678
"GJA3",2.97808510948905
"APLNR",-0.106590072992701
"C15orf23",0.641281167883212
"C15orf21",-1.07273459854015
"GJA8",0.119755474452555
"CYP8B1",-0.398268759124088
"C15orf28",-1.45057693430657
"C15orf29",0.448915328467153
"STMN1",-1.43162875912409
"S1PR2",1.6378004379562
"KDM3B",0.125385839416058
"REG1P",-0.0672478832116788
"STK17A",2.28925270072993
"KDM3A",0.747194452554746
"LOC401387",-0.218917664233577
"S1PR1",-0.212582189781022
"ZNF642",0.0872962043795624
"TMC4",0.467331678832117
"MYO3A",-1.27109226277372
"TMC6",-0.310635328467153
"KIAA1958",0.553299416058394
"APIP",0.384759999999999
"TMC1",-0.174900875912409
"GPR15",-0.290690948905109
"TMC3",-0.354880875912409
"PKLR",-2.03785664233577
"TECRL",0.0397586861313869
"EIF2B4",0.488560729927007
"EIF2B5",0.0613054014598546
"EIF2B2",0.850104671532847
"EIF2B3",0.144581605839416
"EIF2B1",0.786282919708029
"PRKAR2A",0.349094160583941
"CSNK2A1P",0.344026277372263
"XRRA1",-0.0118684671532847
"C20orf56",0.824587591240876
"C20orf54",0.543524817518248
"TXNIP",1.75804832116788
"SLC36A4",0.283799999999999
"LOC389791",-0.221766861313869
"ZNF876P",-1.27235109489051
"MLF1",0.838265401459854
"QPRT",0.535908905109489
"IFT140",0.0117725547445247
"MLF2",-0.228570072992701
"TMEM14C",1.09630510948905
"FAM157A",-1.68842540145985
"FAM157B",-0.109471678832117
"FANCF",0.595117664233578
"MECOM",1.06637167883212
"ITGA2B",-0.819947299270073
"RSPH1",-0.405690072992701
"IFI16",2.21979372262774
"SOX6",0.989389927007299
"LOC440944",0.478673868613139
"TTC1",-0.0993124087591255
"C9orf128",-0.752922043795621
"C9orf129",-1.5908496350365
"MYT1L",-6.35188598540146
"C9orf125",-3.7535998540146
"C9orf122",-3.69031489051095
"CEPT1",0.543870656934308
"KIAA1267",-0.0508176642335769
"RTCD1",-0.1088099270073
"CFHR2",0.0209138686131387
"CFHR3",0.0955877372262773
"CLIC4",1.9107801459854
"CLIC5",-2.34361153284672
"CLIC2",1.14013620437956
"CLIC3",-0.0491820437956205
"CFHR4",-0.71585503649635
"CFHR5",-0.0697788321167883
"KRTAP2-2",-0.102809197080292
"KRTAP2-1",0.00468686131386861
"CXorf1",-1.59774817518248
"KIAA0020",0.974079854014599
"KRTAP2-4",0
"TMEM147",1.27574905109489
"ASGR1",0.0363277372262782
"ASGR2",1.00868262773723
"PCDHA1",-0.996751532846716
"FOXL2",1.06935255474453
"RIT1",1.66935386861314
"TMEM141",0.0944687591240889
"FOXL1",0.585210948905109
"SF1",0.0721805839416056
"PCDHA6",-4.00402846715328
"PKIB",1.18042496350365
"TMEM149",1.94026817518248
"API5",-0.185980145985402
"KRTCAP3",0.328234452554744
"NUMBL",-0.734204671532847
"RTKN2",1.63570160583942
"RNF180",1.26950671532847
"P2RX7",-0.938221751824818
"SECISBP2L",-1.69541328467153
"SBF1P1",-1.57381635036496
"LOC100128811",-0.581354744525548
"HAS2",3.83737678832117
"KIAA1199",-0.701702043795621
"HLA-DPA1",2.61042452554745
"ZSWIM3",0.0850569343065697
"FAM32A",0.737920437956205
"KIAA1191",0.0421043795620442
"FER1L6",-2.76850116788321
"ALOX12P2",-0.304789197080292
"FER1L4",1.09636218978102
"FER1L5",-0.785675766423358
"CA5B",0.247234160583941
"ZNF559",1.25844437956204
"VWA1",0.00903737226277457
"C19orf22",0.0251185401459857
"C19orf23",0.49555591240876
"C19orf20",-0.165260875912408
"C19orf21",-1.72142671532847
"C19orf26",-0.7973499270073
"ZMAT4",-3.41890423357664
"C19orf24",1.18099781021898
"C19orf25",0.423519124087592
"MYBL1",1.16516890510949
"NR1D1",-1.74058204379562
"C19orf28",-0.229300583941605
"C19orf29",0.0980293430656936
"ITGB1BP1",0.0874941605839421
"ITGB1BP3",-0.698865839416058
"ITGB1BP2",0.574516350364963
"ZNF7",0.281142481751823
"ZNF2",0.378179416058394
"ZNF3",1.28754729927007
"CTCFL",-1.39515912408759
"PHLDA1",1.96846262773723
"RPL31",0.58268905109489
"ZNF8",-0.233755328467153
"PCP4L1",-4.01404204379562
"C11orf17",0.871658248175182
"C11orf16",0.409883795620438
"ZAP70",1.2197903649635
"SNORD115-9",0
"C11orf10",1.31382744525548
"ZCCHC13",0.0087029197080292
"UFSP2",0.534758686131388
"OGFR",-0.18870496350365
"EPM2AIP1",-0.549033722627739
"CDC5L",-0.0385378102189797
"RAC2",2.08221138686131
"RAC3",-0.359231386861314
"RAC1",0.452106861313869
"SBDS",0.303050364963504
"RCL1",0.572036350364963
"SBK2",0.276790072992701
"MRPS18A",0.575276058394161
"CPLX2",-6.00697270072993
"CPLX3",-5.49909065693431
"ORC3L",0.0272325547445256
"CPLX1",-4.19150817518248
"AP2A1",-1.3688903649635
"CPLX4",0.312297810218978
"AP2A2",-1.4344202919708
"LOC389333",0.0647229197080286
"LILRB3",2.30312671532847
"CADPS",-2.77198583941606
"FIGNL1",0.884015766423357
"KDM4DL",-0.00915824817518246
"PBX3",1.91020656934307
"PBX1",-0.0580627737226287
"AIRE",-0.886989343065693
"TMOD2",-2.4833795620438
"MFSD11",0.387229635036496
"NSUN2",0.294248905109489
"NSUN5",0.186815620437956
"NSUN4",0.340953430656933
"NSUN7",2.52418875912409
"NSUN6",-1.04404072992701
"PRAMEF4",0.0929802919708029
"PRAMEF5",0.0150510948905109
"PRAMEF6",0.0602686131386861
"TUBG2",-1.2973694890511
"FAM71F1",-0.576985693430657
"PRAMEF1",0.0580394160583942
"PRAMEF2",0.0490686131386861
"FAM71F2",0.236242189781022
"PTCH2",-0.307342627737226
"OR7G1",0
"PCDHGA2",-2.67205722627737
"PRAMEF9",0.0279240875912409
"PRDM9",0.0368036496350365
"SGK269",-0.408799562043797
"FAM108B1",-0.914393430656935
"TBC1D1",0.475718540145985
"ZXDA",0.0122699270072992
"PAMR1",-0.340875182481753
"RAD9A",0.489368175182482
"ERGIC2",0.249837956204379
"ERGIC3",1.73080321167883
"CDR2L",-0.338824087591242
"ERGIC1",1.28158321167883
"CLEC14A",0.684640875912407
"PDF",0.68256394160584
"B3GAT3",-0.0430562043795621
"B3GAT2",-1.11479693430657
"B3GAT1",-1.98904919708029
"FAM66E",-1.55880627737226
"FAM66C",-0.664301751824817
"PER1",0.353936496350364
"CPPED1",-0.649168613138686
"OR10A2",-0.09598
"UXT",1.5159896350365
"CALM2",-0.606160583941605
"CALM3",-2.21152218978102
"SPG21",1.07141605839416
"CALM1",-1.94141270072993
"GSDMA",2.10775401459854
"GSDMB",0.0297891970802917
"GSDMC",-0.276308321167883
"GSDMD",1.96428934306569
"HRH4",0.276025839416058
"UPK1B",-1.46574321167883
"DLGAP2",-6.05300058394161
"DLGAP3",-4.70899766423358
"DLGAP1",-3.31646671532847
"DLGAP4",-0.435227591240876
"DLGAP5",6.8877303649635
"BRDT",-0.331912262773723
"HRH2",-3.05240087591241
"MBNL2",-1.8776103649635
"MBNL3",0.773929343065693
"PLK3",0.881907007299271
"A1BG",0.542815182481752
"TTC8",0.106961313868613
"PLK2",-2.23536788321168
"ZNF720",-0.354259270072992
"OIP5",4.82003795620438
"CLCN3",-0.33085897810219
"CLCN2",0.00502029197080223
"CLCN1",0.10047503649635
"HRH1",0.911975474452555
"CLCN7",-0.585302043795622
"CLCN6",-1.38425445255474
"CLCN5",0.574054890510949
"CLCN4",-3.06357562043796
"FBXL19",-1.48963211678832
"BRD8",0.0442398540145987
"BRD9",-0.357606277372263
"PCDHGA1",-1.12300540145985
"FBXL18",-1.20246058394161
"BRD4",-0.361725693430659
"BRD7",-0.0581071532846718
"BRD1",-0.548311240875913
"BRD2",0.039451532846714
"BRD3",-0.363513284671532
"DNAJA2",-0.231923649635037
"DNAJA3",0.00590306569343113
"DNAJA1",-0.472713722627738
"TGFBR3",-0.560459708029197
"DNAJA4",-3.01315401459854
"GLG1",-0.292569781021898
"LOC643387",-4.11192686131387
"PTPN12",1.6498702189781
"PTPN11",-0.496084233576642
"LOC84931",0.0883677372262773
"LOC100192379",-3.38592248175182
"LOC100192378",1.11710496350365
"MYCBP",2.39986817518248
"PTPN14",-0.00502131386861304
"GALR3",-0.142773284671533
"GALR2",-0.213406861313868
"GALR1",1.93411357664234
"SETD1B",-0.492512408759124
"LYAR",1.39046072992701
"PCDH20",-3.59694248175182
"C8orf30A",0.882505693430657
"CH25H",-1.42288072992701
"C16orf74",0.195144963503649
"C16orf75",1.62137708029197
"MRPL27",0.548749197080291
"CSF2RA",0.66190700729927
"DMD",-0.88831883211679
"C16orf71",1.21872102189781
"C16orf72",0.320209635036496
"C16orf73",-2.02900364963504
"GAB4",-0.0855775182481752
"LRFN4",-0.180563941605838
"C16orf78",0.011014598540146
"C16orf79",-0.490087445255474
"GAB1",0.674105693430658
"C2orf81",0.696398686131387
"C2orf80",-1.76169693430657
"C2orf83",0.286229489051095
"C2orf82",-1.94893781021898
"C2orf85",-4.0931197080292
"C2orf84",-1.36710540145985
"HABP2",0.641889197080292
"C2orf86",0.0670899270072995
"C2orf89",-3.22617065693431
"C2orf88",0.891531970802919
"FLJ46361",-0.758573722627737
"NDRG3",-1.60812846715329
"NDRG4",-2.38057357664234
"TBC1D9",-2.13096394160584
"ZSCAN2",0.214073868613139
"PRAP1",-2.43652262773723
"CHD1L",0.320643649635038
"HOXA6",3.27076715328467
"HOXA5",6.00611167883212
"SNORD38A",0
"DNAJB13",1.29209299270073
"DNAJB12",-0.632144233576641
"DNAJB11",0.76919401459854
"HOXA4",5.81613080291971
"HLA-DQB1",2.26366321167883
"MSMB",-0.700640437956204
"UPF0639",-2.14007693430657
"DNAJB14",-1.13143240875912
"RNF138",0.853170364963503
"HOXA3",5.80406116788321
"ENOSF1",-0.147358686131387
"HOXA2",5.01355693430657
"CISD2",0.0847616058394145
"CISD3",0.25154087591241
"CISD1",-1.08414817518248
"CLNS1A",1.02306145985401
"HOXA1",4.56952569343066
"FLJ44635",-0.381503503649635
"R3HDML",0.0905919708029197
"TSHZ2",-1.00147518248175
"TSHZ3",-0.219428613138685
"EIF4E1B",-5.1063500729927
"MRC2",2.65157182481752
"FOXS1",1.6080198540146
"PABPC1P2",0.0125956204379562
"ZNF581",1.58054087591241
"IGLL1",0.0184772262773722
"MCOLN1",0.0805091970802927
"ZNF582",0.512481459854014
"TIPARP",1.15004700729927
"ZNF584",0.378179708029197
"ZNF587",-0.267248467153285
"HAPLN4",-1.45736423357664
"ZNF589",-0.00143883211678819
"U2AF2",0.412975766423358
"THSD1",0.571793430656935
"SGK494",-1.44487781021898
"TMEM115",0.450078686131388
"ZFP161",0.165323795620438
"RELA",1.14139109489051
"?|26823",-0.37516496350365
"LPAR6",1.53295664233577
"LSM12",0.608611386861313
"PSD",-4.45102686131387
"UXS1",0.163079270072993
"CAMKK2",-2.33482452554744
"CAMKK1",-4.05320277372263
"P2RX2",-3.7351402919708
"HOXA9",3.89704408759124
"LOC84856",-1.60598744525547
"OR8U1",0
"LPAR5",0.692474452554745
"ZP3",0.502354306569344
"LOC441046",-1.25109810218978
"ZP2",0.0271445255474453
"TMEM123",1.07063737226277
"MTRF1L",-0.391145401459854
"MYO1H",-0.736580583941606
"MYO1G",2.71834321167883
"MYO1F",1.14988481751825
"MYO1E",0.635835036496349
"MYO1D",-1.64488934306569
"MYO1C",1.18007605839416
"MYO1B",1.21251211678832
"MYO1A",-0.157026569343066
"GRN",1.64020729927007
"LCN6",0.362630948905109
"LOC100128640",0.0515537226277374
"RPL36AL",0.300974890510949
"RAET1G",-0.46482802919708
"KIAA0391",1.03089854014599
"CHMP7",-0.0877385401459865
"CHMP6",0.420959562043796
"BCR",-1.03548072992701
"OR52N4",-0.563571532846715
"OR52N5",0.0160525547445255
"OR52N2",-0.407499854014599
"CTPS2",1.67802934306569
"NDC80",6.66970072992701
"OR52N1",0.0210810218978102
"SULT6B1",0.0422394160583942
"LY6G6C",0.0738214598540146
"HOXA13",3.29926525547445
"LY6G6E",-0.329862335766423
"HOXA11",4.25647883211679
"HOXA10",6.55691284671533
"KRTAP19-2",0
"KRTAP19-3",0
"PPIAL4C",-3.31210145985401
"KRTAP19-1",0.00494233576642336
"KRTAP19-6",0.00413795620437956
"KRTAP19-7",0
"KRTAP19-4",0.0053992700729927
"FAM188A",-0.876884233576643
"FAM160B1",-0.965693284671532
"KRTAP19-8",0.0414598540145985
"FAM160B2",-0.0566343065693431
"RAD54B",2.30045766423358
"GALNTL5",-4.21953430656934
"GALNTL4",-1.54255591240876
"TSSK4",-0.682912408759124
"GALNTL6",-5.15468291970803
"GALNTL1",-1.88236481751825
"LSM11",-1.72604467153285
"ZNF323",-0.474862335766423
"GALNTL2",0.671431240875913
"SNORD114-3",0
"SF3B1",0.281443503649635
"TUSC2",-0.278683211678834
"SRI",1.34233781021898
"SUN1",0.17344496350365
"SRL",-0.777924233576643
"SRM",0.71561795620438
"SRR",1.11818656934307
"LGALS9",1.63403620437956
"LGALS8",-0.60388
"LGALS3",2.29714189781022
"LGALS2",0.664010218978102
"LGALS1",2.05694058394161
"SRY",1.38943678832117
"LGALS7",0.233281751824817
"LGALS4",-0.785018540145985
"NMU",0.458964087591241
"RNF114",1.05288218978102
"AKIRIN2",0.220189343065693
"AKIRIN1",-0.0101672992700728
"EIF2AK1",0.748484233576642
"ERCC6L",3.55672934306569
"EIF2AK3",0.415832700729926
"EIF2AK2",0.496829781021899
"TDG",0.843710948905109
"EIF2AK4",0.194947299270073
"HN1",0.373705693430658
"SMS",0.301697664233577
"NMB",3.44052467153285
"EREG",-0.234847737226277
"LOC729467",0.844174890510949
"AVPI1",-1.65909080291971
"MYO16",-1.5156702189781
"FAM136B",0.140495620437956
"TRNT1",0.080401313868613
"ASAP1",0.211696350364964
"ASAP2",0.0705598540145989
"ASAP3",1.0834900729927
"OCRL",-0.563693284671533
"?|441362",0
"VSIG10L",-0.740732262773722
"PLAUR",1.76893430656934
"XIST",-0.119003065693431
"KRT28",0.00448175182481752
"TBX2",2.40093722627737
"LOR",-2.12005430656934
"LRRC26",-0.347836058394161
"KIAA1524",1.23795255474453
"LRRC24",-1.13219051094891
"KIAA1522",-1.01852379562044
"MPDU1",0.895596496350365
"KIAA1033",0.605196934306569
"LOX",3.65868510948905
"LPGAT1",-1.80586131386861
"LOC284661",-0.360477810218978
"SEMA6D",-0.161589781021897
"LRRC29",0.147351532846715
"KIAA1529",-1.11204554744526
"SH3D20",0.377639124087591
"GCNT4",-2.74518569343066
"GCNT7",0.335779562043796
"PRKX",1.13265562043796
