"Gene.Symbol","log2FC"
"TSPAN12",2.81933839416058
"TSPAN13",-0.495141897810218
"TSPAN14",-0.00617532846715463
"TSPAN15",-0.804370948905111
"TSPAN16",-1.03925124087591
"SFTPA2",-1.83312627737226
"REXO1",-1.20398379562044
"HEPACAM2",0.11376394160584
"REXO2",1.16400248175182
"FAM13A",-0.923555182481751
"REXO4",0.387487445255474
"SLC25A19",0.943810218978102
"SLC15A3",1.54891270072993
"SLC25A17",0.597215474452556
"SLC25A16",-0.275490948905109
"KIAA1429",0.439238394160585
"SLC25A14",-0.904130656934307
"CAMLG",-0.276770948905108
"SLC25A12",-1.17490321167883
"SLC25A11",-0.253990072992702
"CHRFAM7A",-0.846707153284671
"LOC100133161",-0.634558540145985
"LMCD1",1.14515708029197
"TUBA3C",-0.724698832116788
"TUBA3E",-1.1149902189781
"SMCHD1",0.276304817518248
"RNF216",0.420743649635037
"LOC340074",-0.244631240875912
"ZNF321",1.2154804379562
"USP29",0.282111240875912
"ZNF676",-1.49566364963504
"TTC23",1.41331824817518
"CCDC14",1.05121474452555
"EAF1",-0.0442089051094889
"EAF2",0.483810948905109
"CCDC17",0.396506423357665
"LAD1",-0.0964475912408759
"CCDC11",1.35158467153285
"CCDC12",0.155728467153285
"CCDC13",-0.582048029197081
"NUP107",1.59228671532847
"CCDC18",2.04375605839416
"CCDC19",1.53373299270073
"SRA1",1.1971899270073
"RBPJL",-0.0523194160583942
"TMUB1",1.06781357664234
"ZNF320",0.618263211678833
"TMUB2",0.236522335766423
"ZNF649",0.870267737226277
"JAZF1",-0.420999270072992
"KLRB1",1.56547562043796
"FLJ45983",1.045
"?|10357",-0.75174905109489
"KIAA1644",-5.61085547445255
"FAM100A",-1.06833678832117
"SIPA1L3",-0.12012905109489
"SYNCRIP",0.690918540145987
"HSD17B3",0.206248759124088
"RBM46",1.07961284671533
"TRIM34",2.45271708029197
"ALDH1L2",0.60657109489051
"ALDH1L1",-0.0293327007299258
"ZNF280D",-0.620210802919708
"ZNF280C",0.481158832116788
"ZNF280B",-1.61282788321168
"ZNF280A",0.507711240875912
"GK3P",0.341082627737226
"GNG7",-1.3606804379562
"GNG4",-0.754899854014599
"GNG5",2.64456379562044
"DBF4",2.44938613138686
"GNG3",-4.62085270072993
"VIT",-2.47014890510949
"MMAA",0.202474452554744
"MMAB",-0.211429051094891
"GNG8",-1.10803284671533
"RAB19",0.26933795620438
"SLC17A4",-0.18982802919708
"ALG8",1.32037240875913
"ALG9",0.352811532846715
"PARN",0.200813430656934
"FUS",-0.0068348905109481
"USP6",-1.20121605839416
"GTPBP10",0.600921313868614
"ALG2",0.868214744525547
"ALG3",1.50167927007299
"TMEM17",-0.348439270072993
"ALG1",0.493047737226277
"ALG6",1.98300481751825
"ALG5",1.13111065693431
"TMEM88B",-3.89324802919708
"UBE2MP1",0.798866861313868
"PI4KA",-2.77818277372263
"TTLL6",-0.104187737226277
"SMARCE1",1.24217343065693
"PDXP",-2.42452598540146
"COX6B1",0.489142627737227
"COX6B2",0.0396048175182482
"STAM",-1.28964277372263
"FUK",0.313067737226278
"LTBP2",1.36584627737226
"KIAA1683",-0.771064379562044
"KIAA1324L",-2.0494899270073
"LTBP1",1.35947956204379
"TTC14",-0.0914664233576641
"CCNE2",1.37833386861314
"HAR1B",-2.66960423357664
"HAR1A",-4.04102408759124
"CCNE1",0.44979197080292
"MAGEL2",-1.50745459854015
"INSL3",-1.03830846715328
"CLDN8",-0.0832617518248175
"CLDN9",-1.74383635036496
"FIG4",-0.812154306569344
"NOSIP",0.602929343065693
"GCC2",-1.55616321167883
"GCC1",0.59325576642336
"TBC1D8B",-0.903188905109489
"CLDN1",-0.345980145985401
"CLDN2",-0.40694496350365
"CLDN3",-0.0289176642335767
"CLDN4",-0.0233227737226276
"CLDN5",0.901183065693429
"CLDN6",-1.29752423357664
"CLDN7",3.06672905109489
"FIGF",-1.44470832116788
"RASGEF1B",-1.58832510948905
"RASGEF1A",-3.62031708029197
"C6orf168",-2.22467474452555
"FIGN",0.962089781021898
"LGALS7B",0.558521897810219
"TBC1D19",0.0995291970802921
"RTN1",-3.47812846715328
"MAGEB2",0.110456934306569
"MAGEB3",0.0786014598540146
"UQCRFS1",0.100081167883213
"MAGEB1",0.0242284671532847
"CYTL1",3.50828700729927
"MPHOSPH10",0.137485109489051
"MAGEB4",-0.088472700729927
"OR6A2",-0.362628467153285
"RTN3",-1.87179795620438
"KIAA0114",1.31271766423358
"MRFAP1",-0.471487591240876
"SERPIND1",-3.37870759124088
"IRF3",0.599675766423358
"C6orf48",1.19537708029197
"IRF1",1.67618846715328
"LOC374491",-1.3511705109489
"IRF7",1.64235664233577
"IRF6",0.0513440875912408
"IRF5",0.945293138686131
"IRF4",-0.659721459854015
"C6orf41",0.503471824817519
"IRF9",0.549662481751824
"IRF8",0.284253138686131
"FAM78A",0.171912554744526
"C6orf47",0.111880875912409
"FAM78B",0.214420729927007
"LY75",1.0417097810219
"CLUL1",-2.83887138686131
"SNX29",-0.336900437956203
"SMPD1",-0.0732140145985412
"SNX22",-0.432210218978103
"CLK1",0.122373868613138
"CLK2",0.573700875912408
"CLK3",0.240405401459853
"CLK4",-0.266730218978102
"SNX27",-0.562570364963504
"SNX24",0.460242335766424
"SNX25",-1.10242437956204
"CSF2RB",1.1789894890511
"SGCD",-3.25660832116788
"NPEPPS",-0.298137518248176
"INMT",2.31226656934307
"MRPL24",0.716841751824816
"GPER",-0.175663065693431
"ONECUT2",0.614818248175182
"ONECUT1",0.277174890510949
"PIGT",0.68753503649635
"LAMB2L",-0.119294890510949
"METT11D1",0.777108467153285
"SLBP",0.281993284671533
"KIAA1586",0.00642350364963473
"C16orf70",-1.22672364963504
"PANX2",-2.87177576642336
"LOC388588",-0.0703709489051092
"PARP4",1.47417956204379
"FECH",-0.284363795620438
"MRPL20",0.249024525547446
"U2AF1L4",-0.265101313868613
"PTPRE",-0.37026189781022
"POLR2H",0.993567299270072
"ZBTB10",0.437497372262774
"LOC90784",0.250261459854014
"MRPL23",0.909555182481753
"MRPL22",0.41215284671533
"RCOR1",0.404867737226278
"TEX101",-0.69872700729927
"ADAP1",-4.14307737226277
"C3orf64",0.4836100729927
"TMEM150C",-1.46291372262774
"ADAP2",1.66757532846715
"ZNF641",0.35860204379562
"C1orf159",-0.322305547445255
"C1orf158",2.95866204379562
"C1orf157",0.752464379562044
"C1orf156",0.948810218978102
"DDX19B",0.359370948905109
"SPATA13",-0.345846861313868
"C3orf66",-0.638289343065694
"C1orf151",-0.0520487591240872
"C1orf150",-0.39599094890511
"KLHL10",-0.700121605839416
"ACVR2A",-0.816887299270073
"ACVR2B",-0.895913430656934
"C4orf22",0.0608651094890511
"KLHL14",-2.3583900729927
"KLHL15",-0.804013430656934
"C7orf69",0.287888175182482
"KLHL18",-0.559586423357665
"GAB2",-0.540999124087591
"WDR16",-0.686966715328468
"DAB2IP",-0.732919854014598
"GAB3",1.6484305109489
"TRIM68",-0.0407454014598532
"TRIM69",0.497905547445256
"TAAR8",0.0839868613138686
"OR8H3",0
"MTOR",-0.742221605839415
"C4orf27",0.499597372262773
"UNG",1.21163328467153
"TRIM60",0.0185751824817518
"TRIM61",0.223200583941606
"TRIM62",-0.610210364963505
"C4orf26",-0.476829197080292
"TRIM64",0.00348905109489051
"ST6GAL1",0.0830710948905118
"TRIM66",-0.755298248175182
"TRIM67",-2.41864715328467
"HABP4",-1.64862233576642
"SNRNP70",-0.286511240875912
"OMG",-2.3263700729927
"ITK",0.615446861313869
"OMD",-1.85217065693431
"ZNF664",0.613144525547446
"DMRTB1",0.213309489051095
"C2orf63",0.813924671532847
"C2orf62",1.35016686131387
"C2orf61",-0.288943795620438
"C2orf60",-0.0884713868613147
"C2orf67",0.423454306569344
"C2orf66",1.67188072992701
"C2orf65",-0.921716642335767
"C2orf64",0.785918686131387
"ZNF853",0.0812125547445248
"C2orf69",-1.21189664233577
"C2orf68",1.30792452554745
"NPTX2",-3.29677854014599
"NKD1",0.414935328467153
"NAGPA",-1.06747372262774
"NPTX1",-5.44739197080292
"FLJ45340",-0.0266172262773736
"RAB10",0.667605693430657
"LOC647121",-0.856087153284672
"SLU7",-0.580332992700729
"LOC100133985",0.647642773722628
"TPPP3",-0.706336934306568
"IER2",0.228443503649636
"NDRG1",-0.732850364963504
"SC4MOL",-0.383452262773723
"LRRC8A",-0.153751240875913
"PRCD",-2.36585489051095
"HIP1",0.707202773722628
"NDRG2",-1.31487386861314
"FAM192A",-0.28795094890511
"SHE",-0.943159124087591
"C13orf33",0.0966381021897806
"SERTAD1",1.02934569343066
"C13orf31",-1.47690160583942
"C13orf30",-0.84627197080292
"C13orf37",-0.398568029197079
"C13orf36",-6.27379547445255
"C13orf35",0.130278540145985
"C13orf34",2.1729894890511
"ZSCAN1",-1.73228948905109
"C13orf39",-1.05497401459854
"C13orf38",1.34052160583942
"CMTM8",0.167395912408759
"NPTXR",-3.87478788321168
"LOC728190",-0.365414014598541
"ZNF469",-1.29939109489051
"SPATA17",2.87514686131387
"LOC100130987",-0.405624817518248
"TCP11",-0.800803941605839
"MBD1",-0.334339708029198
"GIN1",0.00410204379562007
"SLMAP",-0.415007591240876
"TTPA",-1.01061051094891
"TFAP4",0.155724525547446
"RRN3P1",0.748048321167883
"SND1",0.595657810218979
"KLKB1",-0.649560145985402
"PAQR5",-0.671128613138686
"SNORD116-20",-0.158010364963503
"SUPV3L1",-0.39758102189781
"PYDC2",0.00444160583941606
"PYDC1",-3.83638452554745
"RDX",1.2866005839416
"CYBB",1.61508540145985
"SLN",0.243861313868614
"CYBA",1.72487868613139
"CEACAM19",-0.263657810218977
"CEACAM18",0.00755182481751825
"LMAN1L",-1.76524189781022
"HMHA1",0.332472554744527
"CEACAM16",0.285770072992701
"CTNS",1.00204160583942
"CIDEC",-0.928637080291971
"DHCR24",-2.02494890510949
"KY",-2.69111620437956
"PRCP",1.96974145985402
"PPM1A",-1.31559299270073
"RAB15",-2.56338423357664
"NOTCH4",0.771813722627737
"PHGR1",0.0446036496350365
"MEAF6",-0.39083299270073
"MSMP",1.20389795620438
"AZIN1",-0.247521021897809
"LCA5",-0.517487299270073
"NOTCH2",1.05905839416059
"CMTM7",1.83096204379562
"FAM126B",-2.15575489051095
"EGR3",-2.65597737226277
"ZNF655",0.563371240875911
"TCTEX1D2",0.270842481751825
"TCTEX1D1",1.61148875912409
"MLPH",-0.813720875912409
"PPM1M",0.657880583941607
"ZNF653",-0.540067591240875
"TCTEX1D4",0.828867299270073
"HSF1",0.319955036496351
"TRMT112",0.560651532846716
"FGFRL1",-0.110385839416059
"HSF2",-0.199052992700731
"CRLF2",0.00508131386861313
"CRLF3",0.97811795620438
"RNF14",0.161794744525547
"CRLF1",-2.88577372262774
"NISCH",-1.73619532846715
"PRPF4B",0.199214598540147
"C7orf55",1.66486189781022
"C7orf54",-2.38218846715328
"C7orf57",3.41890905109489
"N4BP2L2",-0.00470394160583965
"C7orf51",-2.69180145985401
"C7orf50",0.523796350364963
"C7orf53",0.643237664233576
"C7orf52",-1.29754656934307
"RNF175",-2.19878291970803
"C7orf59",1.15651343065693
"C7orf58",1.16871372262774
"NUDT13",0.197194160583942
"TPTE2",-0.694242481751825
"RNF130",0.768122919708029
"PRSS50",0.248846277372263
"ZNF384",0.678134160583943
"PRHOXNB",0.0117401459854015
"POC1A",1.76426598540146
"C1RL",1.98336423357664
"RAPH1",-0.723651824817518
"TAOK1",-1.46036116788321
"VPS39",-0.447588175182482
"PARK7",0.296093284671533
"NAALAD2",-1.09819401459854
"RORB",-1.72292423357664
"RORA",-0.726481167883211
"PARK2",-2.0294305109489
"ZNF479",-0.116091386861314
"RNF133",0.0167210218978102
"MST1P2",0.507332116788321
"SYS1-DBNDD2",-0.615138248175183
"STXBP5L",-4.0881294890511
"ZNF471",-0.563925693430657
"ZNF470",0.260990072992699
"ZNF473",0.956589197080292
"DMTF1",0.482088905109489
"MST1P9",0.641402627737226
"GUSB",2.22307357664234
"PRSS53",-0.112017664233576
"SCARF1",0.503900291970803
"TELO2",-0.0266445255474448
"HLA-DQB2",2.47097547445255
"KRTAP3-2",0.0849124087591241
"KRTAP3-3",-0.0873026277372263
"KRTAP3-1",0.0092963503649635
"JMJD4",0.162831970802921
"RNF139",0.584939562043795
"MDM1",0.723505985401459
"MDM2",1.06102481751825
"SEP15",1.29171722627737
"MDM4",0.728724525547445
"ROR2",0.0898103649635029
"ROR1",0.907639416058394
"LOC285375",-0.840295474452555
"LOC285370",1.39022773722628
"SNRPD2",1.40443182481752
"SNRPD1",0.93453795620438
"NR1D2",-1.37894131386861
"SLTM",-0.391814014598541
"SFI1",-0.222053430656935
"LOC646982",0.40022496350365
"CPB2",-0.336863795620438
"CPB1",-0.96318204379562
"KIT",-1.89184423357664
"KPNA7",0.193903795620438
"KPNA6",-0.682725255474452
"KPNA5",-1.17062291970803
"KPNA4",0.238823795620437
"KPNA3",-0.0721557664233572
"KIN",-0.0846706569343061
"EDAR",0.258537080291971
"ZNF397OS",0.448441021897811
"PKP3",-1.79752627737226
"TTC30A",0.631227883211678
"CRP",-0.288067153284672
"WDR90",1.10934671532847
"IFT46",0.727004379562045
"PAR4",-3.51652437956204
"SPATA18",0.635644671532847
"UNC119B",1.19518583941606
"CRX",0.18240802919708
"SLC25A18",-1.42440569343066
"OR6S1",-0.101945693430657
"ZNF749",-0.113288905109489
"FRS3",-1.48735795620438
"FRS2",0.303608467153284
"GOLT1B",0.533765839416059
"GOLT1A",-1.54386291970803
"CRK",0.356775474452554
"CRH",-4.53249109489051
"TTC30B",0.851963795620438
"SLC25A15",1.35312715328467
"RPS16",1.48489839416058
"TNFRSF19",3.82519941605839
"OR6C75",0
"GLDN",-1.08325138686131
"CHODL",1.87564467153285
"GLDC",1.04354671532847
"TRMT2B",0.962071824817518
"QPCT",-0.403017810218977
"PC",-1.45117094890511
"FOXC2",0.0888113868613138
"CASP9",0.361856350364963
"B4GALT1",1.37997518248175
"B4GALT3",0.587417372262774
"B4GALT2",0.0587962043795613
"B4GALT5",0.565992116788321
"B4GALT4",1.32944875912409
"B4GALT7",0.714077664233576
"B4GALT6",-2.51612583941606
"FCN3",2.22664744525547
"FCN2",-0.187515620437956
"FCN1",0.558548321167883
"ROMO1",2.01964846715328
"OR5L1",0.00436277372262774
"DHRS11",-0.645981605839416
"DHRS12",-0.0167852554744528
"DHRS13",1.31224364963504
"SGOL1",5.24564934306569
"SGOL2",2.39565167883212
"FOXC1",0.372786277372263
"LOC285954",-4.12324905109489
"TBC1D13",-0.805208613138687
"GPR89B",0.895138686131387
"GPR89C",1.53272131386861
"GPR89A",0.732595036496351
"RFX1",0.40339708029197
"CR2",-1.7987902189781
"ASPSCR1",0.0811649635036495
"CR1",-0.360296788321167
"TNFRSF1B",1.18116496350365
"WDR19",0.475137080291971
"LGMN",0.357920145985402
"TNFRSF1A",1.87086861313869
"FAM174B",-2.54147284671533
"FAM174A",-1.30228233576642
"CYP19A1",4.14434102189781
"PTPN9",0.834537810218977
"TBC1D17",-0.844484525547445
"SPRN",-3.14464467153285
"PPP1R9B",-1.54742700729927
"LOC284023",-0.0238821897810215
"SULT2B1",0.867437518248175
"L1CAM",-4.58487693430657
"GPD1L",-1.07563591240876
"TBC1D15",0.155221459854015
"RFX2",1.27503094890511
"POLR2J2",1.8158201459854
"POLR2J3",0.376915474452556
"C6orf217",0.684320875912409
"VMAC",0.540900145985401
"C6orf211",-0.230276642335767
"PAX2",-2.48853693430657
"ZNF419",-0.0374913868613138
"C6orf218",0.329120437956204
"PTPN3",-4.09729678832117
"SIGMAR1",0.58514306569343
"CAPS2",-1.0857900729927
"GCFC1",0.820701021897809
"ZNF671",0.353054890510948
"ARNTL2",0.693135766423358
"PTH2",0.0365832116788321
"EHMT1",0.297157226277372
"EHMT2",-0.487688175182482
"ADIPOR2",-0.379228759124087
"CCDC15",2.03114934306569
"WDR83",-0.258194306569344
"PTPN7",2.79698160583942
"HPRT1",-1.9007899270073
"PTPN6",1.28304598540146
"MARK4",-0.993872700729927
"FOSL1",1.90400700729927
"MARK1",-0.757831240875912
"MARK2",-0.934819416058394
"FOSL2",0.178019416058394
"GRK1",-0.194389781021898
"RG9MTD1",0.605362335766422
"MCOLN2",2.57739635036496
"S100A4",3.64824700729927
"RPPH1",0.859268613138687
"FOXF1",0.291575620437956
"IGBP1",0.299138394160584
"NUP54",1.12433868613139
"CD63",2.04804364963504
"FOXF2",0.90557897810219
"SERPINA1",2.54130715328467
"NDUFA13",0.20437503649635
"CD69",1.13774569343066
"CD68",2.26587226277372
"PAGE3",0
"TPD52L2",0.502787591240876
"MAGEB16",0.0325430656934307
"TERF2IP",-1.36713051094891
"TPD52L1",-1.61872861313869
"EFCAB10",0.105862189781022
"CA5BP",0.141442919708028
"S100A7",-0.324970364963504
"SLC18A3",1.71457211678832
"CELA1",1.17215868613139
"VSX1",-1.38041766423358
"ISOC2",0.290924379562043
"ISOC1",0.0273535766423354
"HSPA1B",-0.100727883211679
"CAPSL",-1.47427138686131
"KRTAP24-1",0.0226591240875912
"ACTR3C",-1.88667824817518
"ACTR3B",-1.9107303649635
"TMEM121",-0.529118832116788
"WDR12",0.870212116788322
"OR7A10",0
"CHRD",-1.87871328467153
"WDR17",-2.14316306569343
"OR7A17",0
"TMEM175",-0.0094779562043783
"ARV1",0.30402291970803
"S100A6",2.51442364963504
"GABPA",0.803729635036497
"PSCA",-0.764746423357664
"SPIRE1",-0.54765897810219
"PF4",0.183384525547445
"AOX1",0.519619562043795
"LMF1",-0.376612262773723
"GPR55",-0.251304525547445
"JHDM1D",-0.366457664233577
"PPP1R1C",2.24525883211679
"C1orf210",-0.714156642335766
"C1orf212",0.193545109489051
"C1orf213",0.318463795620438
"TIMM9",0.769357518248176
"C1orf216",-1.74880233576642
"SLC16A14",-1.01471912408759
"PIK3CB",-1.30189211678832
"NCRNA00230B",-0.732667299270073
"USP9X",-0.441864671532846
"USP9Y",-0.0257502189781018
"LRIT1",-0.219076496350365
"WASL",-0.198356642335765
"PAEP",0.425878102189781
"ZMYND11",-1.17175372262774
"BCL9L",0.116481167883212
"ZMYND19",0.237434598540146
"ZNF644",0.100526277372262
"SHOX",-0.212884671532847
"UTRN",0.0299791240875908
"SLC35B1",0.732630656934306
"WASH2P",0.0113699270072996
"CLEC3B",-1.22547547445255
"KRT33B",-2.52559693430657
"CGGBP1",0.250386277372263
"CLEC3A",0.346662189781022
"AMBP",-0.0011011678832118
"ZNF786",-0.399289489051094
"UFSP1",0.839493430656934
"ZFP41",-0.415252700729926
"AMBN",-0.0316572262773723
"ZFP42",-0.191182627737226
"CARNS1",-4.33186467153285
"PHGDH",0.0539367883211685
"HSPA1L",-0.495147883211679
"VSX2",-0.936461897810219
"MAD2L1BP",0.343342189781021
"HSPB6",1.52495562043796
"DGKZ",-3.05884102189781
"C10orf35",-2.33823562043796
"C10orf32",-0.510137810218978
"HSPB3",-3.49404481751825
"HSPB1",1.82834919708029
"PKN1",0.710128905109489
"PKN3",1.26758467153285
"LRCH3",0.556326861313869
"SNORA45",0.187294160583942
"HSPB8",-0.36379605839416
"HSPB9",0.202388321167883
"NCRNA00157",0.0112788321167883
"TPH1",0.658403941605839
"IDH3B",-0.0708160583941595
"NCRNA00152",2.12645854014599
"RHOBTB3",0.708728905109488
"RHOBTB1",-0.0550740145985404
"INO80D",-0.660602335766423
"IL21R",0.669269197080292
"INO80B",-0.399638978102189
"INO80C",0.365394452554745
"NCRNA00158",-0.297674306569343
"DIS3L2",-0.560217664233576
"KIAA0913",-0.630655620437956
"FAM43B",-0.38969401459854
"FAM43A",0.184862189781022
"SCGB1C1",-0.0792113868613139
"ZNF784",0.44248700729927
"TEX261",1.27316700729927
"PLOD2",1.96729722627737
"UTP14C",-0.179133576642336
"CMPK1",0.146124233576643
"LMF2",0.538478540145986
"PGA4",1.00573649635036
"CMPK2",0.432902627737226
"KCNE2",0.0937795620437956
"KCNE3",2.33758321167883
"FKBP9L",1.24599109489051
"KCNE1",0.374508175182481
"FAM124B",1.43435854014599
"ERBB2IP",0.340810218978103
"FOXE1",0.28226
"FAM124A",-2.00272700729927
"TEX264",0.721521751824817
"PTDSS2",0.05480598540146
"C5orf27",-1.44023153284672
"LDLRAD1",0.00501386861313869
"LDLRAD2",1.80686072992701
"DCD",0.0376189781021898
"HPCA",-4.61663459854015
"TICAM2",0.730960583941606
"SELO",-0.447598832116789
"NCRNA00120",-0.14781708029197
"A2BP1",-6.10650248175182
"CYP2F1",0.0144703649635037
"RFTN1",0.450181167883212
"HTATIP2",0.00943357664233524
"LIG4",-1.29853532846715
"PMS2L5",-0.818171240875913
"CSNK1D",-0.099799708029197
"CSNK1E",-0.0406531386861317
"LIG1",0.755318540145986
"PMS2L2",1.54526
"BDP1",-1.05587883211679
"DEFB134",0
"DEFB135",0.0143795620437956
"DEFB136",0
"DEFB130",0
"DEFB131",-0.30914
"DEFB132",0.0241744525547445
"IREB2",0.0510423357664234
"ISCU",-0.490649489051096
"MRS2P2",0.310948175182482
"ZNF789",0.780769343065693
"EHBP1L1",0.0668381021897808
"ALS2CR8",-0.936468175182481
"FNTB",0.610553868613138
"BOLL",0.105473284671533
"SNORD29",0
"TPSD1",0.0266522627737226
"UMODL1",0.156492262773722
"ADAMTS20",0.22410394160584
"NKX6-2",-3.20739328467153
"ALS2CR4",0.681286861313868
"C15orf55",0.17462802919708
"AFARP1",-0.272100875912409
"DPY19L2P4",-0.187715474452554
"EVI5L",-1.62659474452555
"CRCP",0.668740729927007
"DGKA",-0.285040729927006
"KCTD17",-1.29664642335766
"DPY19L2P1",-0.44318102189781
"CSPG4",1.47357518248175
"CSPG5",-0.200282043795621
"KRTAP10-7",0.0131576642335766
"KRTAP10-6",-0.0847391240875912
"KCTD19",-0.02809401459854
"KCTD18",0.302039708029197
"KRTAP10-3",0.00467153284671533
"KRTAP10-2",-0.08698
"KRTAP10-1",0.00523795620437956
"TNFSF13B",3.42114700729927
"ZKSCAN3",0.43957109489051
"ZKSCAN2",-0.306864379562043
"ZKSCAN5",0.77478510948905
"ZKSCAN4",0.849902189781022
"LOC100240726",1.10070160583942
"THEM5",-2.97105795620438
"KIAA1409",-2.80118437956204
"LOC100132724",-0.184353284671533
"FPGS",1.08271343065693
"GLIS2",1.09672218978102
"GLIS3",1.82633839416058
"GLIS1",-1.87795328467153
"H6PD",0.8406
"FNBP4",0.340508613138686
"CYP2S1",0.734832408759124
"SLC25A37",0.201869343065693
"SLC25A36",-0.379741459854014
"BCHE",2.33920773722628
"DCP1B",0.471921167883212
"DCP1A",0.267731824817519
"GPBAR1",2.0624099270073
"TMEM106B",0.272711386861314
"VIM",3.43854817518248
"SLC25A39",1.03991927007299
"C15orf33",0.607284087591241
"TGM5",3.20264189781022
"TUBA1C",4.18089372262774
"LOC100190940",-1.74207751824818
"TUBA1A",1.32524496350365
"TMEM106A",1.95166627737226
"FAM23A",0.706003795620438
"VIP",-4.99272291970803
"AJAP1",-3.89833051094891
"IGSF11",-0.101809927007299
"MMEL1",1.60814262773723
"TMEM182",1.20473211678832
"TMEM181",-0.886357518248175
"TMEM180",-1.31513751824818
"TMEM187",1.04873211678832
"CHMP5",0.124575912408758
"IL10RB",2.02323941605839
"GNG2",-1.27513605839416
"RIBC1",2.24305649635036
"TMEM188",0.5705100729927
"PDZD3",0.247857080291971
"SLC7A6",0.187657664233576
"FAM102B",-1.3773601459854
"FAM102A",-1.22284058394161
"CNTD1",0.179252700729927
"PRH1",-0.139889489051095
"PGBD4",-0.840387591240876
"RIMKLA",-2.16157357664234
"S100A7L2",0
"PGBD5",-2.73702394160584
"SMCR7L",0.0548278832116775
"PALB2",0.507185985401459
"SCGB1A1",-0.457353430656934
"ZMAT2",-0.33978890510949
"PGBD3",0.0825789781021902
"OR7C2",0
"TAF6",0.0763192700729931
"TAF5",-0.154088175182482
"OR7C1",0.0629106569343068
"TAF3",-0.343907737226277
"TAF2",0.318199270072993
"RNGTT",-0.426805109489051
"G6PD",-0.0598706569343062
"G6PC",0.195683503649635
"OSTCL",0.140107737226277
"TAF9",0.099308321167884
"ELMO1",-1.92965372262774
"TSPAN32",-0.221212700729926
"TSPAN33",0.680373284671534
"TSPAN31",1.56656364963504
"ELMO2",-0.666180291970804
"LOC653544",0.129243065693431
"LOC653545",0.00778029197080292
"POMT2",0.351308175182481
"AIF1",1.33686394160584
"USP17",0.041656204379562
"AGPS",0.181832116788321
"ALAD",-0.735490364963503
"LY6G6D",1.0065902189781
"FOSB",-2.9557598540146
"DKFZp779M0652",-1.29254802919708
"POM121L8P",0.491335182481752
"PPAPDC1B",1.42036394160584
"CCNG1",1.1157804379562
"CCNG2",-0.400143649635035
"PDXK",-1.34472700729927
"LY6G6F",0.0359724087591241
"SNORA48",0.922607591240876
"CNO",1.00080364963504
"LRRCC1",1.24190262773723
"NPLOC4",-0.149830510948904
"TMEM86A",0.338837518248175
"TMEM86B",-0.217110218978102
"LGALS13",-0.192168759124088
"FNIP1",-0.687173284671532
"FNIP2",-1.36480496350365
"USP19",-0.223717810218979
"PIK3C2A",0.0409451094890514
"VSIG8",-0.277941605839416
"LGALS14",-0.024491094890511
"LOC100130386",-2.35603109489051
"GTF2A1L",1.73453766423358
"LOC644172",-1.49156934306569
"AP2M1",-0.892585693430657
"OR5K4",0
"PPIAL4B",0
"NPM3",0.62810102189781
"PDCD6",0.593844525547444
"PDCD7",0.135188321167883
"PDCD4",-0.458055474452554
"NPM2",-4.79551518248175
"LOC285033",0.374553138686131
"TCF21",0.125661605839416
"PDCD1",1.21446846715328
"UGT3A1",0.0455503649635036
"PPIAL4G",1.14466335766423
"LOC100128023",0.0637970802919708
"FUZ",0.305650656934308
"HDLBP",0.00455854014598422
"PRKCE",-3.34793562043796
"PROK2",-0.198803211678832
"PBLD",-0.618375328467152
"OR5K1",-0.365647445255474
"OR6C3",0.0119474452554745
"DSG2",0.857546277372262
"ERP44",0.914938686131388
"C6orf27",-4.36530671532847
"C6orf26",1.1439900729927
"C6orf25",0.233956058394161
"DSG3",-1.73209897810219
"GCAT",0.12650408759124
"GHSR",-0.333351678832117
"N4BP1",-0.348821021897809
"TP63",1.03384817518248
"HIST2H2AA3",0.993433284671532
"VPS26A",-0.287179854014598
"VPS26B",-0.374849927007299
"KLRD1",0.622926715328467
"ZNF101",0.576984817518248
"PRKCD",-1.34513605839416
"PGPEP1",0.930930948905109
"FLJ39653",0.817904817518248
"ZC3H7A",0.133682773722628
"SREBF2",-1.76147912408759
"OR13G1",0.0155116788321168
"SLC29A4",0.44691693430657
"OXCT1",-1.6474099270073
"DSG4",0.0144788321167883
"OXCT2",-1.78734934306569
"SLC48A1",-1.26623795620438
"TXNDC17",1.4926602919708
"STAC",2.51683197080292
"CIC",-0.834314306569343
"KARS",0.855527299270072
"TMEM20",0.420299416058394
"RAB39B",-0.770308613138686
"KIF16B",-0.53003708029197
"SSRP1",0.820957810218978
"LOC100128292",-0.567547883211679
"IL12B",-0.107713576642336
"IL12A",0.767255912408759
"TMEM26",0.950027737226278
"IRAK1BP1",0.699725109489051
"LOC389332",-4.25921416058394
"SPINK8",4.01117080291971
"CIT",-2.06823226277372
"SRF",-0.151814160583941
"ASAM",-0.926370218978102
"TXNDC12",1.44584408759124
"WFDC9",0
"PRO0628",0.349375766423358
"TSSK3",-0.00593211678832084
"C1orf97",1.72780248175182
"LOC283392",-4.45112437956204
"TRPV3",-2.32832598540146
"TAF6L",-0.0126607299270063
"C1orf96",-1.5581595620438
"SNUPN",0.390631240875914
"SHPRH",-0.772524817518248
"DAO",0.0409509489051094
"TATDN1",-0.368622043795621
"ST8SIA2",-0.347892846715329
"FIGLA",0.118963503649635
"DAK",-0.0660121167883219
